z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
532,0.9410668071458389,0.9774456107553483,37023103,emiliy,uffelmann,51,barraclough crescent,little shalford,clear mountain,6285,vic,19850319
558,"","",149100,olivia,clarke,23,weddin circuit,balfron station,winmalee,2022,vic,19730807
1258,0.5272717648527799,0.5272717648527799,37232100,cooper,campbell,"",conlon crescent,brest hill,st lucia,3805,sa,19230817
2173,"","",37491101,gregorin,alex,"",erskine street,delderfield,tallebudgera valley,2444,sa,19110225
2895,0.5195393904174328,0.5195393904174328,774100,william,donaldson,5,"",bondura,ferny creek,4067,sa,19031229
3391,"","",37847100,darcie,robson,113,abrahams crescent,golden oaks village,mona vale,3030,vic,19580423
3800,"","",74775100,hugh,white,28,currong street,orena,naracoorte,3037,nsw,19561213
5232,0.9789045092733482,0.9789045092733482,1425103,charlotte,"",12,bingley crescent,st fracis vlge,toowoomba,3125,nsw,19381112
5418,"","",1473100,brooklyn,mccarthy,36,dann close,northcliffe,burpengary,2212,wa,19161219
5756,0.9431898616617358,0.9877726362494229,75339101,holly,heyes,9,tindall place,brambletye vinyard,myalup,5063,qld,19880601
6418,0.5931510389932482,0.9736023732393128,38694102,jessica,dreyer,550,2/98-latchford barracks,tangari street,westonia,3300,vic,19180618
6892,"","",38830100,kiera,stephenson,15,pinkerton circuit,glenmarla rmb 2563,kardinya,2031,vic,19660610
7436,0.9720100787198886,0.99133259848331,75804100,abby,reid,41,nemarang crescent,ardess,yarrawonga,4350,nsw,19540115
8209,"","",39177100,michael,gatward,32,marcus clarke street,the bend,marshall,6147,wa,19770508
9179,"","",76294100,michael,godfrey,51,arden place,dianella masonic village (cnr cornwell s,dalby,3078,vic,19991212
9444,0.4137707713208677,0.45055425103098,2614100,isabella,neadle,10,bega place,black creek,inglewood,3192,wa,19030108
9615,0.9900385220016177,0.9900385220016177,2661101,max,schumann,423,hodgson crescent,mindal ay appts,prospet,4216,vic,19790912
10231,0.9780690737282298,0.9919031889112758,39748102,lewsi,rackwell,10,sinclair street,yooringa,north rude,2880,vic,19280101
10889,0.41087435430287855,0.6035126053541517,76758100,lara,rinymalpuy,339,booroondara street,anglers,ballan,4815,nsw,""
11593,"","",40111100,dale,berry,15,jabanungga avenue,ashmill park,diggers rest,5290,nsw,19860908
11771,"","",77009100,abby,hochstadter,62,calvert street,gobbagumbalin,port fairy,3142,nsw,19220609
12936,"","",3573100,lillianna,newport,351,symers street,st francis village,bayswater,2283,vic,19970501
12967,"","",40488100,daniel,carmody,17,grounds crescent,rosehill,yenda,3134,tas,19070302
13228,0.9632905749222201,0.9926278674655746,40562104,xani,leslie,30,woodfull loop,dugout65,arana hills,5096,sa,19770814
13299,"","",3672100,grayson,hauser,77,hyndes crescent,redlands,busby,6155,sa,19520212
14029,0.4038515948762514,0.44849861316715056,40773100,sophie,noble,112,ross smith crescent,"",blackheath,5096,qld,19450902
14531,"","",77768100,hollie,wolss,25,euroka street,homevale,torrensville,5158,vic,19821018
