z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
1211,"","",74052100,braedon,fitzpatrick,11,hicks street,springdale,narooma,4125,wa,19921016
1708,0.7021613056558665,0.7021613056558665,37364101,harrison,hoffman,3,sherwood,alfred hil drive,mill park,3666,nsw,19150417
2317,"","",37533100,joshua,white,19,alleyne close,katherine low leve,bayview,2870,vic,19570205
2488,"","",37584100,liam,richmond,29,cassinia street,kacadoo,dulwich hill,6018,nsw,19991124
1613,0.4019002622150385,0.9894689031644148,672101,michelle,ryn,16,"","",box hillsouth,3184,vic,19310414
2612,"","",74437101,brooke,gazzola,7,hopetoun circuit,cave hill creek,tweed heads,3169,nsw,19090427
4206,"","",1134100,alissa,webb,"",langridge street,esk farm,yankalilla,4305,vic,19600731
4274,0.7979693641851313,0.9946939993737459,74917101,zali,campbell,22,goulburn strleet,rosedale,macgregor,2135,vic,19780521
4480,"","",38141100,tara,ryan,10,beasley street,coombie station,brookfield,5046,nsw,19900804
5396,"","",75236100,sean,crellin,28,mimosa close,the denture centre,bull creek,4563,nsw,19731124
5871,"","",1598100,phoenix,matthews,11,de graaff street,bindaree,eaglehawk,3442,nsw,19841014
6678,"","",1826100,emiily,boutchard,15,murranji street,buderim private hsptl diagnostic centre,rosebud,3161,qld,19830405
7985,"","",75956100,kaysey,suban,91,dalton place,hibiscus retirement resort,beulah park,2319,nsw,19920422
8174,"","",76010100,zoe,clarke,2,mcauliffe court,birrabilla,forest hill,2566,nsw,19661211
8254,"","",39192100,dale,walley,20,ellerston avenue,cooroora,arundel,850,qld,19440225
8264,0.40465760388117805,0.40465760388117805,76040100,braedon,iliopoulos,97,eldon place,"",cloverdale,3363,nsw,19610916
9567,"","",2648100,lachlan,coulson,239,bainbridge close,kindilan,holden hill,3523,sa,19541015
9666,0.5479799238140558,0.7942694827038244,2673102,"",h o,2,arndell street,altona,south wentworthville,7264,vic,19991027
10315,0.8602619119384812,0.8957582821403975,39768102,james,lucyk,274,zox circuit,lashrbooke,wangaratta,3675,vic,19331029
11907,0.9017643299314378,0.9905615333622498,3299102,nicholas,rkeid,74,onkaparinga crescent,buckalow station,bayswater,3350,vic,19870909
12929,"","",77329100,michael,cheshire,18,"",bega flats,view bank,3013,nsw,19300415
6965,0.42850043124368564,0.42850043124368564,40484100,hayden,braithwaite,596,rosenthal street,monkani,hawthorn,2290,tas,19880523
13072,0.994754850866769,0.994754850866769,40517101,kody,bowerman,9,burrendong svtreet,hillendale,raglan,3191,nsw,19500815
13091,"","",77375100,scott,blake,3,hodgson crescent,tarrenlea,boort,7260,wa,19930902
13802,"","",77575100,brodie,hanna,40,perrin circuit,gonzaga,ballarat,4740,vic,19040123
14297,"","",77708100,rhys,galbraith,209,gledden street,southern cross,tara,3550,wa,19970706
14804,"","",77843100,nicholas,deally,139,bates street,moocooboola,lawson,2315,nsw,19130701
16372,0.46811119997047196,0.9885157901706527,41419100,drew,prideaux,46,blamey crescent,"",wilston,2335,vic,19360414
17305,0.8542466627206405,0.9867593649390504,41674103,rachel,george,55,sullivan crescent,locn 2380,surrey hills,4312,nsw,19840711
17748,"","",4883100,luke,averis,17,challinor crescent,moline village,balcatta,2850,vic,19660627
17898,"","",4918100,stephanie,bloomfield,5,fremantle drive,brindabella specialist centre,woodbridge,3141,nsw,19270128
19073,"","",79046100,thomas,mcphail,653,tattersall crescent,"",sadleir,4164,nsw,19850227
20249,"","",79365100,hamish,broughan,29,olympus way,immanuel garden,mulgrave east,2049,nsw,19870203
20282,0.4386710589333617,0.986558958665815,79376101,travis,covel,3,theodore street,leisure lizing vlge,yangebup,2261,nsw,19931230
20489,"","",79431101,aaron,drysdale,"",newman morris circuit,jimelv stud,currimundi,1478,nsw,19860601
21839,"","",79826100,jared,penno,85,bell street,bakers beach,nedlands,3249,vic,19681221
22734,"","",6208100,matthew,moscarda,12,rohan street,villa maria society,kimba,4301,nsw,19290104
74,0.462130299140777,0.462130299140777,43184100,erin,uthenwoldt,15,ulverstone street,danallor,phillip,2077,vic,19090310
23742,"","",6482100,jennifer,stubbs,39,swinden street,port 272,north beach,6530,wa,19141002
24147,"","",6591100,charlie,white,23,oliver street,chanak,maitland,3232,vic,19050609
2232,0.4182129722355787,0.45900470618291683,6849100,"",lipton,30,harricks crescent,pindara medical centre,greenacre,2166,tas,19660420
25480,0.9228420633233975,0.981659156018156,43956102,"",tuckwell,1,"",raycroft,cranbourne,2154,nsw,19705306
26254,"","",44173100,charlie,reid,"",fawkner street,tryphinia view,bondi junction,3044,vic,19810712
27250,"","",44456100,sara-louise,greenhalgh,34,streeton drive,iron shoe lodge,bridgeman downs,2168,qld,19091031
28686,"","",7846100,shannon,freeborn,85,boult place,sheep station,bondi junction,4564,wa,19760518
29237,"","",81906100,natalia,green,8,tillyard drive,carrangarra,north beach,4503,nsw,19800812
30157,"","",45258100,teagan,steinert,16,ashby circuit,garden creek,wahroonga,2380,qld,19450402
32049,"","",8794100,kyra,stencel,322,hebblewhite street,avalyn,campsie,2261,vic,19280110
2547,0.4065875620494406,0.5347978878853499,82849100,chelsea,maier,3,pope street,sapri,monbulk,4216,nsw,19150613
33422,0.9374295113158819,0.9869485200005181,83100104,benjamin,spargo,40,mockridge crescent,"",luscobme,2580,tas,19640729
33473,"","",83111100,emiily,casaretto,14,broadbent street,lagoon farm,coal point,2141,tas,19920208
33896,"","",83237100,ebony,furze,7,lhotsky street,hillside farm,eleebana,2444,nsw,19191110
35724,"","",9822100,maya,dixon,75,lofty close,secret pond,westfield,2317,nsw,19371230
36422,"","",83947100,alexis,berry,23,sinclair street,villa 5,coodanup,2196,vic,19730507
36455,"","",83956100,sophie,pascoe,4,terewah circuit,hilltop hostel rowethorpe,hastings,2230,sa,19100208
36782,"","",84057100,hayley,martinovic,210,victoria street,woden,new farm,4211,vic,19730108
4080,0.4694149665022982,0.4694149665022982,84193100,drew,nguyen,6,badimara street,graylands,mount low,2030,vic,19040516
3605,0.5162477006491951,0.5162477006491951,47256100,jasmine,forwood,109,heard street,"",moorabbin,5068,nsw,19671208
37377,"","",10294100,dante,scaturchio,43,captain cook crescent,the tops,denmark,6101,nsw,19040212
37859,"","",84364100,lachlan,arsenijevic,82,halfrey circuit,wahronga,irymple,2340,nsw,19730108
39450,"","",10870100,taylah,agius,33,namadgi circuit,sandale,scarborough,7051,qld,19210824
41088,"","",11336100,liam,volpato,10,cutlack street,west pira,bullsbrook,3166,vic,19060106
