z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
237,"","",67100,raquel,windmill,41,maitland street,mcivor park,somerton park,2770,wa,19780425
2660,"","",74453100,jessica,coxon,55,kirkham place,bells ck,ormeau,2460,wa,19281208
3491,"","",74697100,evan,browne,29,clift crescent,kybo station,currimundi,2119,qld,19440421
3659,0.5694302841623183,0.9891164748499857,74737101,isabella,"",41,armytage circuit,"",enoggera,3658,nsw,19630834
4220,"","",74904100,joshua,philps,68,fred johns crescent,st johnof god hospital,exmouth,4054,vic,19400619
5213,0.9900785158330859,0.9900785158330859,75183100,annika,paterson,42,agena place,mt drysdale,malvern east,3393,qld,19790112
5304,"","",1441100,laura,philippa,7,stieglitz circuit,cape clear,alice springs,2305,vic,19190424
5364,"","",1458100,alexander,fauser,2,antares crescent,wollangambe,ryde,4413,nsw,19331216
6614,"","",75556100,lucy,neumann,22,grieve place,wide bay capricorn hse,moama,4211,nsw,19600706
7325,"","",75771100,chantelle,mposu,127,dexter street,greenbank,albany creek,3070,vic,19660326
7408,"","",38978100,tyler,gaskin,45,wyselaskie circuit,hillside villas,surry hills,2480,nsw,19491106
7819,"","",39084100,caitlin,easdale,13,gangele street,windella downs,edgewater,4719,nsw,19960107
10019,"","",76525100,emiily,vincent,83,sandover circuit,mon monet,glenella,7008,vic,19210414
10499,"","",76648100,madison,spyridis,100,mugglestone place,"",narre warren north,2220,qld,19611207
11148,"","",3077100,lauren,luvisi,1,longmore crescent,qbd bldg,castlecrag,6154,qld,19450819
11222,"","",76855100,charlie,wasley,5,russell street,"",sale,5032,nsw,19420322
12215,"","",77133100,bayden,"",2,emily bulcock crescent,mayo,wongan hills east,3400,nsw,19270910
13859,"","",77594100,liam,white,24,tregear close,tweed heritage caravan park,athelstone,2536,qld,19191005
14380,"","",40874100,lily,griffen,36,allambee street,lynden grv,singleton heights,4220,nsw,19540704
14851,0.4406364004372726,0.4406364004372726,41001100,caitlin,salt,19,goodenia street,flowery dell,lavington,4121,vic,19170803
15424,"","",41162100,george,grubb,145,vidal place,lumeah homes,mclaren vale,2145,nsw,19610519
17333,"","",78566100,aaron,keatch,10,cambridge street,wattagan,laverton,2460,nsw,19540313
18555,0.4440924269503881,0.8460079537023687,5105100,alexandra,laucht,695,roderick street,coomerang,ulladulla,2913,vic,""
20232,"","",5565100,jackson,prideaux,25,cataract street,public school reserve,dianella,3340,wa,19110619
20424,"","",5612100,luke,clarke,54,braine street,medical centre,st albans,3709,nsw,19331207
20465,"","",79424100,hugo,cremasco,14,phillipson crescent,morella farm,cowra,3175,wa,19550710
21000,"","",5771100,alannah,denholm,7,bardsley place,loma,burwood,4812,nsw,19700425
22345,"","",43076100,finley,gascoigne,16,mcnamara street,burnside,mypolonga,6062,vic,19650101
22556,"","",80016100,harrison,pascoe,414,callaghan street,mcivor house,findon,6153,nsw,19820309
22833,"","",6235100,samuel,manson,102,gairdner circuit,redlands,morwell,4223,nsw,19200907
23266,0.9731881563883258,0.988536350152557,43330103,sam,blackwell,6,tenison-woods circuit,fair ea,hinchinbrook,2126,qld,19271002
