z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
19,"","",36874100,kelsey,davis-bishop,77,dominion circuit,willandra village,asquith,5169,qld,19170922
54,"","",12100,isabella,lipscomb,49,henry street,rowethorpe,bulimba,2701,sa,19801127
296,"","",73802100,rosa,clarke,37,euree street,hairdressing salon,regents park,2800,vic,19510103
926,"","",73972100,georgia,havriluk,38,"",girrahween homestead,revesby,3173,wa,19580724
965,"","",73985100,jayden,zaltron,53,moroney street,mynora,south perth,2529,nsw,19040302
1217,"","",74054100,cameron,clarke,12,monkman street,old quarry farm,dolls point,2077,nsw,19360302
1671,"","",438100,jake,rouhliadeff,22,coxen street,kersey' south,barragup,4870,nsw,19060307
3069,"","",820100,xani,neumann,13,shandon place,rowethorpe,the gurdies,3842,nsw,19440410
2137,0.41007277446170043,0.41007277446170043,824100,gabrielle,finlay,422,florence taylor street,brentwood vlge,page,2650,tas,19491203
4244,0.5606777665276499,0.9727680411547357,74912104,cain,becktith,11,merriman crescent,mt pleasant,botrany,4305,nsw,19371014
4848,"","",1312100,aneka,george,1220,bangalay crescent,ballymannin,cleveland,5600,vic,19611021
4929,"","",1337100,sophie,reid,4,disney court,ainslie house,leeton,5082,sa,19391223
5933,0.9379286231426679,0.9845863119909801,75386101,emiily,bishp,260,neeld place,tintagel,cordeaux heights,2200,nsw,19391729
6159,0.9470812342372085,0.9875200429601783,1682101,jake,genchqff,363,kingscote crescent,"",mintro,5341,vic,19120804
6362,"","",75491100,kirra,joannou,44,dooland court,brentwood vlge,gillieston heights,2798,nsw,19161014
6407,"","",75504100,jack,stephenson,1,brereton street,sunbury,cranbourne,2431,nsw,19560604
6508,"","",38719100,thomas,tenney,73,sturt avenue,caringal,northbridge,2176,qld,19631112
6578,"","",75550101,charli,whifge,24,kinchelacrescent,berkeley vlge,ringwood east,3125,qld,19330220
6693,"","",1831100,phoebe,carbone,42,william webb drive,greenbank,shell cove,2443,qld,19140921
8082,"","",2237100,riley,mildren,15,thornton place,mt pleasant,florey,4850,qld,19610626
9051,"","",2512100,amy,matthews,7,neumayer street,aminya vlge,leeton,3130,act,19390831
5567,0.5961114018489209,0.5961114018489209,2880100,channing,wiseman,377,heard street,"",campbelltown,4564,vic,19550513
10632,"","",2933100,faith,david,202,latchford street,willaroo,st ives,2827,qld,19131024
11673,"","",3235100,jacob,webb,57,heard street,mirrimer,clare,4868,qld,19570321
12846,"","",3547100,ethan,robson,15,legge street,kiouwa,wynnum west,2107,qld,19880717
13656,"","",3767102,joshua,dearkng,16,coane street,nedlyn,yagoona,5142,vic,19220801
13843,"","",40724100,vanessa,"",18,roope close,flr 5 john flynn medical centre,blacktown,3195,vic,19110626
14343,0.9676335515662364,0.9926317006895411,3954103,steven,gaskin,3,tarraleah crescent,section,himton,3437,nsw,19191210
14438,"","",77746100,shanaye,freeborn,7,jardine street,glenmore,takura,3021,nsw,19450212
15992,"","",78170103,william,bozzon,"",nicholas p street,mt plexsant,lavington,2204,qld,19321126
16007,"","",78172100,benjamin,kauhanen,72,bourchier close,eagle crest,minto,2617,vic,19481227
17022,"","",4689100,isabella,egan,25,furphy place,woodleigh,aspley,4812,sa,19451020
18233,"","",78823101,amelia,nguyen,29,sunshine coast private hosptl medcl cent,marr street,"",3936,qld,19600518
18546,"","",5102100,leo,dennes,17,sullivan crescent,rathdangan,cooma,2132,qld,19081204
19357,0.9281911589661599,0.9724205642838535,42231103,jayden,hinbgstpn,4,kelleway vaenue,terra nostra,bellambi,5049,wa,19190524
21438,"","",5888100,marcus,alibek,885,badimara street,nioka,oakleigh,5608,qld,19230123
22206,0.9618342140178147,0.9618342140178147,6078100,sarah,millar,82,gundulu place,rosetta village,lilydale,5700,qld,19410804
22215,"","",6080100,oliver,noble,"",hare place,mount flagstone,north narrabeen,2096,vic,19900517
23119,"","",43287100,holly,jinks,7,joyce place,brentwood vlge,burnie,6156,vic,19140503
24398,"","",80524100,tiahnee,berry,43,mccormack street,grenoble,fitzroy falls,4068,qld,19511202
24459,"","",6681100,shai,dudley,147,sanford place,ra 290,view bank,3630,nsw,19821011
24568,"","",43698100,abby,kammermann,4,santry place,willaroo,wellington point,2190,vic,19860908
9899,0.4217053890662096,0.4217053890662096,43730100,madeline,newberry,105,mackinolty street,iron shoe lodge,peakhurst,5434,wa,19790716
24957,0.9550981558159765,0.9912199031708852,6830100,saskia,bradshaw,455,fullagar crescent,ocean lake caravan,fig tree pocket,4305,qld,19880128
26231,"","",81059100,benjamin,paine,7,forbes street,pinnacles caravn park,north rocks,2444,sa,19440601
27813,"","",7615100,evan,samarajeewa,71,charleston street,border park,benowa,2469,wa,19060302
28582,"","",44829100,alexis,chandler,10,outtrim avenue,bungarra,willagee,2759,sa,19270905
28666,"","",44854100,rosa,kelley,54,lansell circuit,glengarry cottage,bronte,4804,qld,19570104
14650,0.47072461133038473,0.5394381699124112,45144100,shantal,liguoro,27,fitchett street,three acres,dulwich hill,2604,vic,19390217
30030,"","",8210100,lochlan,chandler,27,wakool circuit,the mews royal hotel bldg,eneabba,6058,qld,19871108
30247,"","",45281100,ella,laverty,715,jackie howe crescent,gold ridge,st albans,4213,qld,19561028
1894,0.5031960650633858,0.5031960650633858,8327101,luke,paterson,22,burkitt street,creston,coombaabh,3191,qld,19880530
11421,0.413621999967375,0.413621999967375,46167100,mattheo,blake,6,stutchbury street,stonefield,berkeley vale,2902,qld,19270107
33518,"","",83125100,zachary,grubb,14,newton street,monarch,kimba,2390,nsw,19111123
