z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
113,0.5184471525903093,0.5184471525903093,73756100,fynn,clarke,2,schlich street,ngarigo,nowra,2090,nsw,19590407
155,"","",73766100,daniel,beadle,70,chuculba crescent,duck creek,daisy hill,4305,qld,19650511
831,0.4356401553339391,0.4842976369082576,218100,caitlin,campbell,6,ferguson circuit,"",orange,3029,vic,19040311
1599,"","",414100,brianna,reid,16,spica street,willow wood,bellevue hill,3840,vic,19950210
2400,"","",632100,izaac,allard,"",bonney street,cobbedah,east fremantle,4814,nsw,19121214
4131,"","",1113100,robert,mason,60,stonehaven crescent,ferncliff,dover gardens,3976,nsw,19590325
4300,"","",38097100,james,paterson,242,bibb place,rivonia,cabramatta,7290,nsw,19841105
5579,"","",75288100,nathan,butt,22,newdegate street,greenslopes,st kilda,4868,qld,19260922
5915,"","",75380100,briony,finlay,375,onkaparinga crescent,karoola,monbulk,4051,nsw,19200101
6252,"","",1705100,lily,crouch,24,alli place,river quays,moorooka,3219,nsw,19861214
7139,"","",75715100,hayley,grainger,"",colvin street,lindoran,jan juc,4131,qld,19421004
7555,"","",39011100,ruby,suban,50,tepper circuit,brentwood vlge,hackham west,7316,wa,19060501
8421,"","",2331100,isabella,george,69,hawker street,karinyah,cooranbong,3073,vic,19630612
8777,0.9927904021198166,0.9927904021198166,76183100,chloe,rocca,14,wilson crescent,ponderossa,beaumaris,3180,nsw,19981126
9153,0.4153208596809931,0.9946149626479851,2539101,beth,hope,10,dooland c ourt,"",stephens,3064,"",19431002
9418,"","",39528100,jeremy,clarke,31,burkitt street,hopeview,hackham,7316,vic,19270125
10166,"","",76567100,joel,adair,29,barwell place,forest hills,sunshine,3195,vic,19191020
4973,0.552977465264041,0.552977465264041,2805101,mathilde,weaver,43,dexter street,"",peakhurst,3079,nsw,19040915
10388,"","",76622100,benjamin,matthews,20,berrigan crescent,brentwood vlge,morwell,4220,sa,19821117
10425,0.9116915811648187,0.9116915811648187,2879101,lynton,eversen,9,"",sec 906,newsgead,3691,vic,19230104
11038,"","",39959100,laura,jessup,27,mcdowall place,banksia groves,long jetty,3204,vic,19600106
11846,"","",77031100,andrew,morrison,1,wakool circuit,rockview,mill park,7015,sa,19041211
12138,"","",3360100,rachael,parsons-lord,26,ingham place,broombie stud,ellen grove,5038,sa,19280303
12809,"","",77298100,"",grubb,4,newman morris circuit,"",prospect,3400,vic,19990522
9142,0.4514652981535212,0.4514652981535212,77317100,michael,polmear,86,gundara street,osman park,kingston,4066,nsw,19700202
13351,"","",40594100,jasmine,mason,8,mermaid street,hse 42,cairns,2340,tas,19530614
4081,0.48757685049388805,0.5080606765388629,3732100,brandon,matthews,60,cambage street,lyndale,toowoomba,5271,vic,19500331
13842,0.9604204071496671,0.9950492062368131,3822101,elly,georgw,21,noongale court,coogeebeach c aravan resort,kyogle,3170,nsw,19870214
