z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
213,0.9904844431418558,0.9904844431418558,62103,ruby,mcdermid,20,gilesstreet,tarlinup,rose bay,3280,vic,19530530
938,"","",73976100,lilian,hannagan,245,magennis place,emoh,raymond terrace,4165,wa,19110319
1127,0.4067263759826347,0.4067263759826347,74033100,lily,clarke,8,cockle street,caloola court,lismore south,2283,sa,19390609
1090,0.40075648174472833,0.40075648174472833,667100,hattie,speight,9,macfarland crescent,lake hills,san remo,3130,sa,""
2570,"","",74426100,marco,stanley,363,beardsmore place,easedale lodge,rosslea,4011,vic,19630526
2581,0.40631743359824746,0.40631743359824746,37611100,aidyn,miotto,32,albermarle place,karinga park,penola,3198,tas,19290209
2909,0.993172515220938,0.993172515220938,74526100,paris,naumoska,7,gaunson crescent,mungo park,sale,2880,vic,19831101
2985,0.9194715027433048,0.9667498959025971,797103,daniel,parken,"",sparkes lcose,brnuton,bicton,3154,wa,19750319
3155,"","",74594100,sophie,lindorff,5,sentry crescent,aceland poll hereford stud,bossley park,4115,vic,19620103
3327,"","",892100,oakleigh,gillard,41,roseworthy crescent,ebaurana,wentworth falls,4556,vic,19630709
3704,0.4743881418568559,0.4743881418568559,74749100,elly,daily,60,atherton street,monkani,malvern east,2480,vic,19440612
752,0.4413893471556401,0.4413893471556401,37996100,jackson,matthews,16,gellibrand street,kenmay,tahmoor,6060,nsw,19260406
5617,"","",38457100,jasmine,berry,8,stuart street,chactor,mooroolbark,2340,nsw,19900405
6156,0.43695980995409334,0.48806917983806436,1681100,megan,gukulurruwuy,5,stenhouse close,"",ringwood,3842,vic,19930121
6489,"","",1774100,georgia,pilja,399,stopford crescent,colooli village,bacchus marsh,2584,qld,19790702
7121,"","",75709100,molly,wiseman,109,ogilby crescent,sbend carvn park,bellevue hill,4109,qld,19601110
7583,0.9889469435919268,0.9889469435919268,75840100,tia,steed,5,de mestre place,erina gardns,geraldton,4814,vic,19190608
6085,0.6961212542441034,0.6961212542441034,76058100,damien,harrington,9,"",ponderosa,glenmore park,5164,wa,19350304
9712,"","",39605100,patrick,beal,2,pitcairn street,bonny doon,modbury heights,4226,nsw,19360716
9793,"","",39629100,travis,eisner,12,blamey crescent,swanleigh,east preston,3352,vic,19490330
1100,0.7570565095608742,0.9952227536000962,76630100,robert,webb,21,antis street,horseshoe ck,ulverstone,3089,vic,19401207
10828,"","",39900100,riley,ebert,38,chippindall circuit,"",altona north,7325,nsw,19480813
11243,"","",76862100,adam,fitzpatrick,626,rosella street,eagle view,carlingford,2780,qld,19260312
11988,"","",3314100,william,leaver,38,brigalow street,oakdene,kingsford,3028,vic,19310811
5860,0.40080605428791366,0.8846723084693718,77585100,bethany,cazes,3,jessup place,"",harbord,6152,nsw,""
14543,0.4946341446770604,0.5281521872351568,77772100,tylah,noble,405,sullivan crescent,"",bomaderry,2574,wa,19771121
14559,0.6007190108272198,0.9182166086789701,4014101,jasmine,vincent,16,tucana sureet,paloma,kinross,3690,sa,19410912
15894,"","",4382100,"",clarke,11,launceston street,henry kendall bayside,orange,2190,sa,19310407
16499,"","",78320100,shakirah,spong,10,"",tudor,"",2566,qld,19710222
16675,0.9313742943963021,0.9918818867765093,41498100,bayden,crouch,2,mather street,the olives,ashfield,2641,qld,19040826
17201,"","",78527100,jordan,stephenson,31,wylly place,inglewood,revesby,2760,nsw,19681030
17558,0.43866798411380054,0.6363141413185527,78634100,james,michielan,5,hilder street,"","",2305,nsw,19750123
231,0.5739965068046764,0.6739263599936637,79044100,chelsea,covino,3,"",wagunyah,bilgola plateau,4215,vic,""
20064,0.9752061741859461,0.9752061741859461,5521100,amy,morrison,47,william hudson crescent,the vines caravan,mooloolaba,4707,vic,19881112
20211,"","",5559100,jade,gowling,61,myers place,dorothy avenue,malvern,2870,nsw,19330709
7840,0.485401151194202,0.9922323843947127,42685100,jack,matthews,39,"",karobean,lachlan,2061,vic,19011119
21832,"","",42930100,dylan,herbert,9,fortescue place,polynesian village,balranald,2640,tas,19561111
22610,0.5672551846327322,0.9876262889123769,80029101,ella,blackwell,23,collingridge street,medical centre,ascqot,2716,vic,19441226
22784,"","",80078100,joshua,sunderland,11,mcgill street,tregoning station,st lucia,4352,nsw,19310615
23654,"","",80316100,alice,bottroff,112,kavel street,cranford,harden,3085,wa,19111103
24171,"","",6599100,"",campbell,11,pilbara place,carrweena,tweed heads south,4341,act,19040223
24352,"","",43640100,alexander,hassall,1,folingsby street,locn 6589,hoppers crossing,5074,nsw,19450616
24826,0.4245116929706267,0.9868970946920999,43772103,alex,nguyen,103,cousinp lace,dragon rising,boondall,4676,nsw,19091220
25216,0.4769660361654103,0.4769660361654103,43878100,blake,moody,10,chauncy crescent,"",stanmore,2026,qld,19181023
25582,0.9850722145093659,0.9850722145093659,43983100,lachlan,dixon,10,archibald street,opal cove resort,wallsend,3380,qld,19630828
27128,"","",81309100,ellouise,ciannemea,21,drevermann street,under silos,aitkenvale,5108,qld,19610825
27693,"","",7582100,alice,david,43,temperley street,rosetta village,alice springs,6058,nsw,19851208
29207,"","",81896100,joshua,leong,23,sherbrooke street,tudor,daylesford,5093,nsw,19600726
29649,"","",8110100,joe,hutcheson,12,jardine street,mendip lodge,st albans,2035,qld,19250506
