z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
238,0.6108196639173304,0.9936041748867392,36943101,hamish,campbell,7,dowsley place,mawarra he trefords,cranbourne,2066,vic,19441111
564,"","",151100,emiily,white,31,limestone avenue,villa 18,carrara,2231,nsw,19601028
582,0.9829467891764929,0.9906652439071119,157102,"",harslett,466,petterd street,falcoz,north ryde,5251,nsw,19300427
602,"","",73881100,joel,adair,26,coxen street,pevensey,oak flats,3931,vic,19920216
1547,"","",74142100,hayden,fenwick,9,boyland close,windsor dental centre,geraldton,2428,qld,19061222
1636,"","",37343100,nathan,spicer,32,brigalow street,cygnet river schoolhouse,robertson,3280,nsw,19671025
1740,"","",456100,ashton,hage,108,port jackson circuit,hibiscus retirement resort,springwood,4740,wa,19180421
1983,"","",517100,ruby,campbell,71,donald place,bulala,maclean,2074,nsw,19530902
2278,"","",37520100,peter,ruskin,74,chuculba crescent,westerdale,canterbury,5163,nsw,19190326
376,0.454323629486598,0.4967550604364929,37539100,sophie,hilton,71,ashburner street,"",kingston beach,7215,vic,19540422
2549,"","",74419100,amber,bradshaw,"",stuart street,the willows,burwood east,2077,vic,19450903
2882,"","",74517100,aleesha,siviour,5,stenhouse close,rodeo ground,birkdale,4312,vic,19490310
3158,"","",74595100,isabella,britten,52,canning street,glenanare,giru,2289,vic,19950118
3475,0.96673745607044,0.9898610443907438,37871103,"",lahley,4,corrigan place,swan leigh,duncraig,6025,nsw,19151128
715,0.4224136382067248,0.9917038292066669,1044100,chloe,trivett,15,grimshaw street,camden,normanville,3922,vic,19090806
4028,0.4092530331297708,0.6635821651417767,74843100,maxin,stephenson,78,keith street,"",ingleburn,2519,vic,19890708
4684,"","",38197100,philip,neumann,8,rivett street,northbank caravan park,mansfield,6430,qld,19510201
4798,"","",38232100,macormack,fardell,139,gorman crescent,nioka,marsden,4350,tas,19841205
5025,"","",1368100,emiily,zoontjens,61,barton highway,wombinoo station,south melbourne,3630,nsw,19781012
7608,"","",2100100,ava,pamnany,34,national circuit,donore,bray park,2768,qld,19030807
8320,"","",39212100,dale,lamprey,25,hayball place,st kilda road,moorland,2480,nsw,19680809
8801,"","",76190100,victoria,white,17,paul coe crescent,brentwood vlge,kellyville,3496,nsw,19981223
9270,"","",2570100,lexie,shelley,305,kingscote crescent,mawingo,jindalee,4214,qld,19840812
640,0.810367599551028,0.8755768675255973,76909101,harriet,white,8,bath place,"",magra,2024,wa,19608302
12556,0.9724905841454999,0.9724905841454999,40370101,karissa,griffen,10,carr crescent,jalna (cnr bargato c corner,st albans,3124,nsw,19630502
12860,0.5174185140699239,0.621246797838672,77314101,hayleie,schembri,20,tiny plnes,woollum street,wallsend,2156,vic,19460429
13286,0.5457117217851295,0.5457117217851295,77427100,lucy,ferris,328,hutcheson street,"",pacific palms,2794,sa,19090214
15552,"","",4285100,blake,donaldson,"",boddington crescent,kimberley land caravan park,putney,4352,wa,19800615
15692,"","",78089100,nemesia,clarke,183,lochee place,professional centre,highgate,2073,vic,19180421
16063,"","",41336100,jasmine,ryan,23,cossington smith crescent,tesbury,malvern east,2044,vic,19080917
17310,0.9829540271108769,0.9931905064527496,4764102,makenzi,simmonds,12,ebde nstreet,"",moree,3111,sa,19221031
2415,0.5365032548435289,0.5365032548435289,4925100,sarah,uroda,10,port arthur street,styleway stud,raby,2096,nsw,19840223
18197,0.47156060901555263,0.47156060901555263,78812100,lillian,mchenry,11,john cleland crescent,aminya hmes,compton,2320,vic,19181226
18553,"","",42005100,nathan,tinsley,8,sullivan crescent,ronobri,cabramatta,5253,nsw,19700911
18742,"","",42058100,jock,crook,10,carandini street,ngere,hoppers crossing,6210,vic,19650818
11491,0.9905564682541387,0.9952227536000962,42069100,harrison,gioia,420,simson place,villa 2,mount eliza,6330,qld,19441126
19179,0.9598633678348216,0.9920757573321467,5281101,katherine,ryan,3,supply place,lynd hurat,murrumbsteman,6064,tas,19000123
19544,"","",79167100,rebekah,campbell,5,florentine circuit,sutton,manunda,2652,nsw,19460816
19891,"","",42372100,jack,turnball,49,maltby circuit,lazy acres,humpty doo,3079,vic,19770804
20009,"","",79295100,konstantinos,white,50,ern florence crescent,flt 68,woodville north,2650,wa,19381218
20587,0.464320829798561,0.9687962206845864,42582101,oliver,ryan,5,forwood street,fernbank,campsie,3672,nsw,19970519
21709,"","",42894100,renai,coppola,13,tinderry circuit,jillamtong,armidale,2213,vic,19280425
21738,0.9905564682541387,0.9952227536000962,5967103,jesse,white,46,mainwaring rich circuit,"",karratha,4740,qld,19140712
8090,0.40029252740821764,0.8236192632935045,6001100,charles,mason,129,fortitude street,"","",4068,wa,19821207
22856,"","",80098100,"",gibb,8,rosebery street,busselton holiday village,eaton,4573,nsw,19720712
25408,"","",43934100,mitchell,amorim,28,francis street,abbey fields,christies beach,2233,wa,19140112
25472,"","",80834100,ethan,wyllie,200,goyder street,manor house,macgregor,2130,qld,19421014
25936,"","",44083100,mitchell,mccarthy,148,stretton crescent,homevale,wantirna,3196,nsw,19700811
26287,0.698529824044434,0.698529824044434,44180103,wilson,mcdermitt,69,glenfern park,dominion circuit,bassendean,3006,wa,19550609
5526,0.49315635961727133,0.9952227536000962,44925101,jade,stubbs,114,kambalda crescent,trevena,waaia,4814,vic,19690812
29478,0.9755572408594388,0.9755572408594388,8058100,rebekah,mcgarrigan,52,currie crescent,edge hill,nightcliff,812,wa,19670326
30414,"","",8322100,ruby,noble,133,froggatt street,espie,frankston,4151,vic,19530516
32043,"","",8792100,campbell,reid,56,fernyhough crescent,rubicon,kotara south,2009,vic,19450216
32431,"","",45911100,heath,wanambi,16,chippindall circuit,sanctuary lodge,peakhurst,4053,qld,19241001
33081,"","",9079100,tayla,mccaffrey,227,david street,pine hill,kilmore,4157,nsw,19211103
4973,0.6917425402851616,0.7742827641360067,83083100,thomas,bishop,60,"",goulburn south caravan park,penrith,3073,nsw,19450918
33658,"","",46246100,alana,campbell,35,cygnet crescent,belmont park belted galloway stud,deniliquin,4226,qld,19910403
34606,"","",46505100,lachlan,lamprey,4,strickland crescent,rosetta village,deer park,3977,"",19060729
35011,"","",46622100,shane,cresp,18,haddon street,rcg centre,port augusta,6280,nsw,19821113
35341,"","",46711100,lynae,thiessen,115,ellerston avenue,torbanlea,mount hutton,3150,nsw,19320809
35405,"","",83653100,ella,blacka,3,ballarat street,ramleigh collington,closeburn,3201,vic,19800709
35499,"","",9762100,madeline,rachwal,42,alanson place,villa 3,yarramundi,4215,nsw,19741211
35751,"","",9831100,madison,goodacre,22,favenc circle,"",beermullah,4053,nsw,19690221
35841,"","",9856100,thomas,mccollam,4,tewksbury circuit,minjarra,matraville,3216,vic,19530906
36263,"","",83896100,judah,bullock,54,marou place,"",marion,5107,nt,19680614
36436,0.9382522959827321,0.9382522959827321,47018102,benjamin,dibben,34,penningto n rcescent,morningside general,para hills,6415,vic,19050622
36588,"","",10068100,mia,bishop,26,finniss crescent,"",woodville gardens,3156,vic,19110828
9501,0.4077418815531876,0.6668470956662339,10106100,georgia,coppola,236,lachlan street,"",kogarah,5065,vic,""
3401,0.4603718239310483,0.4603718239310483,10303100,brydee,clarke,27,dunbar street,central coast van park,waroona,3125,sa,19050917
