z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
348,0.9918426894149314,0.9952227536000962,96100,mason,theissen,62,croton street,glendale stud,mallacoota,2745,qld,19170125
1336,"","",37256100,asha,noack,52,downard street,foxdown,ballarat,2350,qld,19361223
506,0.4299041209805511,0.4299041209805511,37333100,kade,trimble,89,chirnside circuit,kurrajong,duncraig,2213,qld,19210426
2483,0.4993445227266641,0.9931287428809983,74400101,harrison,vassatotti,5,joyner place,"",redbank plains,3227,qld,19581219
3252,"","",869102,joel,walch,20,yarrawonga street,kangaroog rnd,east melnourne,2140,qld,19170922
4117,0.40042855911205105,0.43635358806024627,38046100,courtney,urvet,4,pinkerton circuit,"",kellyville,2440,qld,19560110
5692,"","",38477100,brianna,reid,5,elyard place,rosehill,mayfield,2747,vic,19170902
6664,"","",38765100,maya,krone,18,baddeley crescent,carisbrook,boggabri,2042,nsw,19461003
6751,0.41798813679120705,0.9933461520505972,38792103,sophe,chorley,195,sanford place,stapletom station,hay,2046,nsw,19371128
7196,0.408359463117763,0.9877726362494229,75732102,"",benger,16,janga place,"",kempsey,2444,nsw,19540308
7215,"","",1979100,lucy,dun,71,grayson street,bellridge,pallara,2540,vic,19420721
7800,"","",2154100,wil,clarke,156,hudson street,pleasant view,worongary,6056,nsw,19110515
7872,"","",2171100,joshua,sickles,11,burnie street,rowethorpe,applecross,2097,nsw,19240827
7949,"","",75944100,victoria,coleman,"",goyder street,kankama,caroline springs,2112,nsw,19610210
8881,"","",39378100,lily,carbone,95,pieman crescent,wondersun,geelong west,5173,nsw,19920406
10028,"","",76528100,georgia,noble,47,banambila street,villa 5,camp hill,3564,nsw,19031229
10748,"","",76719100,zachariah,hemmings,"",broadsmith street,arlington,midland,6163,nsw,19451218
11112,"","",3065100,joel,white,3,dixson circuit,bara valley,wooloweyah,2483,nsw,19890423
11192,0.42315199371041784,0.984825230687102,76849104,mattjew,ausserlwrchner,41,rolfe place,brentwood vlge,rochester,4720,wa,""
12250,0.9851303749627468,0.9931484548490003,40293101,bianca,reid,16,light street,centra l park,eumundi,3140,sa,19740508
12467,"","",77202100,jaden,reid,105,tauchert street,dirty hollow,brighton,5090,tas,19611019
12881,0.4373654956178475,0.4373654956178475,77318100,brigette,petersen,5,waller crescent,rawdon hill,blakehurst,2126,nsw,19381219
12911,0.9739335825175263,0.9876194874660417,77326103,bailey,ho,3,carruthers street,corinellaglen,malvern,5417,nsw,19611127
13317,"","",3675100,steven,rawlings,69,burrell street,wonominta,view bank,3174,qld,19121127
13585,"","",40659100,jacinta,paterson,270,ashburner street,bonnie doon,watsonia,6112,qld,19690520
13787,"","",77570100,jairus,rees,9,newman morris circuit,merawi,kelmscott,3678,vic,19500309
14002,0.7865996037874243,0.965839846393986,40767101,triniy,doman,66,fred willians crescent,grant patch,cooloongup,3775,nsw,19890818
14676,"","",4042100,joel,steers,55,tangari street,tycannah station,kandos,5333,vic,19071001
14939,"","",77879100,kyle,moyse,14,roebuck street,mindaree,balaklava,6050,wa,19770523
15430,"","",41164100,alisa,moody,13,grampians street,tintagel,carrara,5131,qld,19170622
15965,"","",78164100,lucy,durairaj,"","",apmnt 65,nedlands,3765,qld,19650112
16048,"","",41331100,warrick,edgoose,11,laseron place,"",hawthorn,6258,qld,19181215
16596,"","",4575100,madeleine,webb,2,wisdom street,buckamall,nar nar goon,2575,vic,19970311
16651,0.9857484130768982,0.9857484130768982,41493102,nicholas,green,4,crisp circuit,dorothy a venue,st albans,6072,nsw,19110702
16888,"","",41558100,alannah,schembri,2,mcneil place,denny downs,kyeemagh,2528,nsw,19370318
17033,"","",78485100,james,tu,6,letters street,kilkarlen,yoogali,2577,qld,19980606
17100,0.9187787630148765,0.9911959333624409,4713100,alexandra,green,5,port arthur street,kilvinton village,robina,3121,vic,19080717
17303,"","",78556100,mia,godfrey,3,noble place,"",scarborough,2327,vic,19141224
17336,"","",78567100,michael,fromentin,86,namatjira drive,riverpark lodge,coconut grove,4580,nsw,19920501
17871,"","",4914100,felicity,aiston,28,rischbieth crescent,meadow banks,bellbridge,3641,"",19031124
18799,"","",42071100,olivia,clarke,6,rosenthal street,janefield,peterborough,3189,nsw,19161030
18986,"","",79023100,lara,hyland,17,booroondara street,coralyn,concord,3677,vic,19640102
1743,0.5790608610007485,0.5790608610007485,79122100,cameron,lohmann,26,hanna street,rainbow downs,"",2794,sa,19920525
19540,"","",42280100,keeley,walkley,35,bambridge street,cr northern highway,collie,4655,nsw,19810930
19565,0.9671386838032832,0.9941113773414735,79174101,lauren,chuck,10,"",st francis uvillage,samson,5607,nsw,19050626
19858,"","",42365100,jai,rees,3,franc place,dundarve,roxburgh park,2117,vic,19540624
19999,0.9818497963517954,0.9818497963517954,42404100,brinley,dukeson,24,hamelin crescent,jaspars,lake heights,6111,qld,19080413
7761,0.45188723592255314,0.45188723592255314,42424100,kaitlin,ma,5,"",north burradoo,mount gravatt,4503,nsw,19060807
20461,"","",42546100,georgia,hope,7,holmes crescent,greyhnd complex,steiglitz,4350,tas,19130429
21425,0.9639581494360824,0.9930750981066655,79713102,tara,wheatley,15,cory place,glenveiw,bundaberg north,4871,wa,19080503
765,0.40306681489144186,0.9918818867765093,43140100,kayla,clarke,102,britten-jones drive,eldamead,glenwood,7258,qld,19120416
24286,"","",43618100,alyssa,coleman,18,burnett street,oakdale,blacktown,4207,qld,19190911
26149,0.5302067799394549,0.9952227536000962,44145101,emma,nguyen,98,davenport street,"",landsdale,3922,nsw,19121203
26274,"","",7191100,lucy,neville,137,froggatt street,brokenspoke,frankston,2165,wa,19391122
26692,"","",44292100,daniel,serafin,42,parkwood road,lila park,mulgrave east,2042,wa,19220626
27531,"","",7537100,hayden,painter,12,neumayer street,heritage estate,terrigal,6060,sa,19970213
28112,"","",81586100,cooper,alderson,7,mackellar crescent,ferndale,dapto,6006,nsw,19240610
28566,"","",7812101,ells,costain,32,"",nunkuri,caulfield north,2774,nsw,19980116
28673,"","",81739100,ruby,pantos,8,keith street,"",hawthorn,3282,sa,19140831
29000,"","",81828100,ella,donaldson,26,william webb drive,tintagel,park orchards,2165,qld,19770330
29829,"","",8160100,lachlan,browne,120,ames place,"",bridgeman downs,4817,nsw,19701105
8003,0.41018864665487564,0.5318223378204257,45396100,timothy,grubb,14,marr street,"",thornleigh,3048,vic,19260417
30707,"","",82337100,max,hanna,3,broadbent street,cladagh,kaleen,2125,nsw,19630310
31212,"","",8553100,todd,bullock,456,wearing street,st helen's consulting suites,rouse hill,4018,vic,19240409
31452,"","",8625100,nacoya,boyle,3,coxen street,narangga,kelmscott,3724,vic,19550825
32035,"","",45795100,amber,lablack,12,kirkton street,maranda nursing home,ourimbah,2025,qld,19890810
620,0.4639655287919617,0.4639655287919617,8826100,mitchell,colegate,"",officer crescent,rsdh 178,frankston,5540,nsw,19841121
32655,"","",8957100,zane,boxer,9,biddell place,medical centre,pingelly,4556,vic,19481023
1244,0.5512432775894769,0.5512432775894769,83139100,jack,coleman,4,wayal place,eureka,moonah west,3966,vic,19420830
4544,0.4502994692181828,0.4502994692181828,83229100,sebastian,kassai,68,colebatch place,malmani,wandi,4118,vic,19570221
34716,0.4486521071908943,0.4486521071908943,9547100,connor,matthews,161,flegg crescent,"",bethania,4114,sa,19580526
34755,"","",9554100,jaslyn,george,144,florance place,cypress garden,granville,4680,vic,19730321
35136,"","",9666100,william,roche,250,landells place,cypress gardens serviced apartments,wangaratta,7216,qld,19010309
35900,"","",83797100,sarah,brain,"",boote street,willera,auburn,3338,vic,19850906
1175,0.46004857915725816,0.46004857915725816,46957100,zara,shandley,15,totterdell street,mlc building,campsie,3122,nsw,19110418
706,0.4046422431795721,0.9704637695935483,47109102,boyle,jamilla,87,melbourneavenue,"",tongala,6062,vic,19890925
38235,"","",10522100,matthew,crook,14,ligertwood street,killarney,exeter,6163,vic,19480401
38241,"","",10524100,joshua,bellchambers,7,sid barnes crescent,normanville mews,kogarah,2153,qld,19050623
6392,0.5350156690896144,0.5350156690896144,47814100,kyle,green,16,laver place,kooyong,blackheath,3073,nsw,""
20599,0.9952227536000962,0.9952227536000962,84743100,sienna,lock,5,fyfe place,kirkdale,craigie,2094,nsw,19781010
39941,0.993833290446873,0.993833290446873,84916100,caitlin,jacura,86,namatjira drive,berkeley vlge,boyne island,3977,nsw,19480206
41816,0.467343315173587,0.467343315173587,85429100,georgia,lowe,14,bryce place,"",greenacre,5031,wa,19550618
42514,"","",48728100,archie,stingle,14,jacka crescent,boondara,adamstown heights,2350,vic,19470608
43694,0.9925468645354409,0.9925468645354409,85952101,benjamin,ebet,33,bellchambers crescent,tiverton,tusmore,3984,wa,19030627
46386,"","",12789100,madison,jolly,21,house circuit,belaradah,kumbia,2450,wa,19740106
47849,"","",87112100,max,bacchus,14,evelyn owen crescent,wearmouth,busby,2535,qld,19390523
750,0.5836053658509066,0.5836053658509066,50234100,cooper,emmott,7,shumack street,englefield,ringwood,4501,vic,19371120
1378,0.45878041623078647,0.45878041623078647,50350100,david,white,23,charterisville avenue,"",cooran,3460,nsw,19490518
49163,"","",87480100,stephanie,mcvicar,19,freda bennett circuit,meadows estate,point vernon,2605,nsw,19480416
49545,"","",13678100,thomas,clarke,17,jacobs street,greenpatch,aspendale gardens,4854,nsw,19800718
50006,"","",87717100,chloe,bishop,21,croton street,mauchline hill,maryborough,2261,qld,19910317
50167,"","",50860100,bayley,cursley,"",mowle place,lot nq,kyogle,4551,sa,19431120
51116,"","",88043100,rourke,sherriff,13,merrit place,tarcolla retirement village,fairhaven,2328,sa,19351103
51597,"","",14248100,jesse,quilliam,320,alberga street,eldwick,brunswick west,3107,sa,19670129
51952,"","",51358100,emiily,blackwell,8,langridge street,carowood,maryborough,2580,vic,19860505
52064,0.8989669978422798,0.9587283899209582,88303103,stirling,rawlings,10,rivers street,blue hlls,tongalu,4270,tas,19011109
52368,"","",14456100,ethan,warneke,399,macedon crescent,school residence,kingston,3106,wa,19230305
52375,"","",51475100,brianna,flatman,14,cargelligo street,meath mews retrmnt vlge,ryde,4370,wa,19980726
53031,"","",14650100,caresse,matthews,16,eltham place,"",brighton,3214,qld,19671015
53772,"","",14847100,harry,roller,2,archibald street,middle earth,lindfield,3072,nsw,19140812
54311,0.8743204229597134,0.9671197093412723,88930101,james,clarke,23,larakia street,koonoom oo,clayton,3068,vic,19390325
54571,"","",52120100,caleb,chrisakos,18,jaeger circuit,cladagh cottage,hamilton,2289,vic,19551007
55023,0.9900850340350941,0.9900850340350941,15179100,ryan,stubbs,101,farrer street,gumnut cottage,st albans,4720,qld,19890303
4935,0.8067847856201286,0.8067847856201286,52247100,callum,morrison,2,barton highway,glenwood homes,dianella,5087,nsw,19771122
57657,"","",15896100,rosie,coleman,60,wybalena grove,burnside,mullumbimby,7018,wa,19810710
57802,"","",53026100,ryan,campbell,21,sugarloaf circuit,oakdene,peakhurst,5540,qld,19430523
58781,"","",90182100,sebastian,kusuma,17,burdekin street,villa 5,darling downs,4869,nsw,19851206
58990,0.9925468645354409,0.9925468645354409,53369100,paige,reid,63,lane-poole place,blaxlands ck,bonnet hill,2334,qld,19420602
37854,0.5351560876842807,0.5351560876842807,90363100,adele,pittorino,20,trussell place,"",brighton,2849,vic,19451218
60515,"","",90690100,sarah,spratt,32,pennefather street,tathra river est,wanguri,7216,sa,19220117
60667,0.9908456002683191,0.9918426894149314,53828101,kathrrine,robson,6,pedrailplace,bendigo retirement village,greenacre,4215,qld,19020309
60774,0.6140552766832763,0.9443725658365318,16760100,christian,lahey,8,gellibrand street,dockside marina b,wangetti beach,4506,vic,19160919
60897,"","",16795100,jasmine,milovancev,5,liverpool street,the yukana retirement village,toowoomba,3355,wa,19390505
62549,0.40131176848199784,0.9929202876600753,91243100,samuel,laing,8,worrell place,"",melton south,5113,vic,19540328
63179,0.9822703113276782,0.9822703113276782,91417100,callum,levet,51,barrington crescent,bolinda vale,greenacre,2540,qld,19950905
63306,"","",17490100,alexandra,pindell,105,hambidge crescent,summerset park stud,wyee,2020,vic,19050702
32,0.4217484290156278,0.5211539874954723,91581100,liam,cochrane,25,greenough circuit,kallenia rivers,"",2508,vic,19810726
64202,"","",91697100,georgia,mcginity,983,fimister circuit,koonoomoo,atherton,2099,qld,19380313
65151,"","",18019100,cameron,miels,81,cooling place,west,noble park,3687,vic,19601014
65663,0.713314842951567,0.9952227536000962,92085100,melanie,george,39,staaten crescent,summerdale medical centre,westlake,4152,nsw,19081113
47965,0.4022840644204804,0.4022840644204804,92330100,"",vandersman,63,chaseling street,"",malabar,3156,nsw,19011103
66836,"","",92407100,paris,robson,28,euree street,rowethorpe,port lincoln,4036,qld,19690814
67262,0.9143384605120564,0.9810675129406619,92518100,marlee,campbell,11,teague street,"",blakehurst,4572,qld,19910621
67352,"","",92540100,tarnee,donegan,36,torrens street,waiweer,dianella,3241,nsw,19260127
67781,0.5940541721211415,0.9900592205763161,92662100,jacqueline,reuter,12,majura road,scts crk,greenwith,4034,sa,19020825
10308,0.4837141288620364,0.4837141288620364,18764100,william,leatham,21,nullagine street,wirringulla,st johns park,4225,nsw,19761209
68361,0.9913030049860897,0.9945334758502188,18902101,jessphca,green,229,kingsford smth drive,"",maldon,6014,vic,19571220
68512,0.7771509982567482,0.9867683382768504,56041103,hugh,pulford,399,helemon street,gummy gully,rosebery,4159,vic,19421105
68851,"","",56140100,connor,egan,12,spence place,southport retirement village,yerecoin,5065,nsw,19090414
69176,0.6047366185100412,0.7094221410015205,93024102,antynio,sager,"",summit cottage,newtob street,toorak,2250,wa,19120708
69733,"","",56387100,lauren,wanambi,62,mortlock circuit,grandview,knoxfield,3816,nsw,19510329
70389,"","",19471100,marcus,ryan,17,davey crescent,begonia court,west wollongong,4824,wa,19971214
3363,0.4056668224434642,0.5000343574211571,57085100,calvin,green,18,dixson circuit,gwandalan,rosetta,2713,qld,""
72947,"","",94057100,renee,dixon,22,lambell close,the side,boondall,3172,qld,19870803
75069,"","",20762100,sylvie,campbell,55,sheehan street,rosetta village,sadliers crossing,6169,sa,19930601
4077,0.4106850466833621,0.988536350152557,20769100,eliza,tippins,24,dominion circuit,glenavon,camira,7467,vic,19031001
75586,"","",57982100,tiana,webb,79,boldrewood street,cohuna estate,villawood,2090,nsw,19661229
75722,"","",94816100,laura,paterson,8,wakelin circuit,railway cottage,mooroolbark,2034,nsw,19470418
76677,"","",21229100,matisse,stephenson,89,archibald street,"",o b flat,3677,nsw,19090618
77372,"","",95285100,caitlin,sherrington,22,endeavour street,jamieson house,warkworth,2014,qld,19710407
2316,0.48562696468152594,0.9520302622185908,21705101,weaver,arabella,18,"","","",2402,qld,""
78840,"","",21807100,alexander,herbert,21,marsden street,dungullan,boronia heights,2320,wa,19940710
78924,"","",21828100,oliver,lavender,12,knox street,the falls,burwood,2767,tas,19410325
79100,"","",95754100,jacob,noack,11,petrie plaza,culbone,ivanhoe east,2612,qld,19190201
79551,"","",22000101,todd,matthews,5,bolton place,the burren,murar rie,2429,nsw,19940106
79627,"","",59075100,ethan,clarke,6,callister crescent,clanville,inglewood,4114,nsw,19730405
80293,"","",59252100,matthew,pulford,62,archdall street,gostwyck,doubleview,3183,qld,19090101
80785,"","",59385100,jack,deakin,"","",arthella,bridgeman downs,3059,qld,19420413
81191,0.4106690853774409,0.4106690853774409,96316102,varano,mattheo,30,royal queensland yacht squadron,wollastoh place,macgregor,2780,nsw,19340628
942,0.5582734604101879,0.9815719178739348,22710101,jakej,hanna,141,owen dixon drive,winterwood,maswon,3051,nsw,""
82809,"","",22879100,sam,white,12,maurice place,anderwood,campbelltown,2223,sa,19430929
83312,"","",96883100,olivia,white,15,batchelor street,phillip lodge,lower templestowe,2830,qld,19411103
84955,0.9423565603527819,0.9941331399080218,60523101,alicia,white,17,newlop xtreet,giants creek vinyard,kogarah,5277,sa,19900204
85985,"","",97652101,william,bishop,3,"",emeraldonook,phillip,4705,sa,19460624
87234,"","",24110100,millane,green,23,greenough circuit,jalna (cnr barbato c corner,highton,5272,vic,19630107
88140,0.8084611600498678,0.9740932961560346,24366102,oliver,valdivia,325,aspinall street,minora c otge,bundanoon,2750,qld,19020611
88469,0.9259364741765765,0.9259364741765765,98374101,jessica,jalayer,78,mckinlay storeet,yurnag,camira,2831,tas,19111124
22404,0.5071438548942045,0.5071438548942045,24570100,james,campbell,6,william wilkins crescent,omaha,auburn,6052,vic,19010221
28229,0.4865436425795401,0.6431290126606513,61640103,naomi,bellchambers,9,wilkinss treet,woombye trad er building,revebsy,2745,sa,""
89135,"","",98552100,kyle,rabbitt,5,mellor circuit,locn 2192,box hill south,3556,nsw,19440219
89349,"","",24699100,lucy,clarke,7,molloy crescent,glen echo,kaleen,4655,sa,19410413
89826,"","",24833100,harry,reid,44,badimara street,garibaldi,scarness,5043,nsw,19180102
2362,0.5847708688371083,0.9911100601477266,25025101,sara,golanski,15,atherton dtreet,"",yorkeys inob,2229,wa,19420307
10876,0.4191293922962359,0.43071226718302885,62135100,giorgia,ryan,328,therry place,star court arcade,thornleigh,4556,vic,19230109
91228,"","",62255100,olivia,passmore,16,ashkanasy crescent,blue gum park,ferryden park,2088,qld,19730416
91730,"","",99266100,joshua,bouras,98,levey place,"",eastwood,3850,nsw,19710401
91788,"","",25376100,joshua,lowe,135,jondol place,redwood village,harristown,2472,wa,19110112
92298,"","",25522100,caleb,fogg,8,archibald street,oakdale,preston,4401,nsw,19160901
92384,"","",99457100,zac,frada,15,goldie place,forest views,boorowa,7304,wa,19450105
92581,"","",62622100,samuel,wickel,38,castlereagh crescent,grangemore,bridgewater,2600,vic,19761129
93033,"","",25740100,lucy,rees,9,jerilderie court,blue haven village,mitcham,4005,vic,19050426
93614,0.980751640468365,0.9933550320030448,99803101,joshus,manias,88,arthaldo court,march rising,seven hills,3015,nsw,19460516
12772,0.41585369567619856,0.9909251903137,63159102,stephaie,boi,"",conigrave place,"",brisbabe,3184,nsw,19970226
94816,"","",63211100,noah,dixon,11,brassington place,appollonia hse,miami,6028,vic,19260929
8965,0.4743040201351966,0.9952227536000962,63315100,zara,orchard,28,davenport street,the gums,allambie heights,4053,nsw,""
95667,"","",26471100,chelsea,morrison,6,allott place,flt 10,camp hill,3084,qld,19721104
96028,"","",63546100,jordan,cronshaw,66,paloona place,lyndale park,taigum,2756,qld,19340517
97015,"","",63824100,callum,spratt,49,cataract street,ponderosa,thorpdale,2430,vic,19630111
57003,0.47964025146910116,0.5032062032559946,64423100,amber,nurwahyudi,40,hindle place,"",norwood,2500,vic,19980526
11056,0.9952227536000962,0.9952227536000962,27775100,james,wang,20,edmondson street,carrama ridge,burwood,4744,qld,19410812
100552,"","",64784100,jack,pragt,21,tambo street,rosedale,blacktown,5725,sa,19490527
101232,"","",28012100,james,lynema,16,tanderra crescent,ainslie house,malvern,3915,wa,19040608
101689,"","",65101100,matilda,lucock,14,"",geebung,pacific paradise,3191,nsw,19580829
1828,0.7800412582692199,0.9594483073939356,28372103,gilard,etwan,3,de graaff street,goolmanl street,mount hutton,3141,nsw,19390511
102819,0.9938745906529297,0.9949181171750051,28431100,holly,fullwood,3,robson street,penny lane shopping centre,willetton,835,nsw,19000412
103842,"","",28710100,emiily,steed,20,hart close,lochs,buddina,6058,wa,19361116
