z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
506,0.44995071818782384,0.7362969984932956,843102,oluivia,campbell,1,brunswick circuit,"",devonport,2234,qld,19100924
3588,0.47107552364486743,0.9937353308824888,969104,neve,piasecki-jaracz,17,mccormac kstreet,sect 12,parkside,2444,qld,19900825
5104,0.9883570486561054,0.9883570486561054,38314101,ebony,donaldson,11,torrens qtreet,bogong apartments,prairie,3928,vic,19250125
5027,0.5074999746649215,0.5074999746649215,75374100,sebastian,carbone,7,mindarie street,sheep station,forbes,4226,vic,19010505
6262,"","",38647100,kyra,ryan,28,o'sullivan street,"",lutwyche,3775,nsw,19680822
6322,"","",38666100,jake,finlay,9,lendon place,table top,granville,2304,qld,19411109
7539,"","",2080100,jasper,rocha,41,clive steele avenue,moondah,georgica,3181,vic,19411103
8146,"","",39162100,matthew,pontt,176,weddin circuit,goonahra,yangebup,5330,vic,19970314
8640,"","",2395100,joshua,jeffries,10,dethridge street,electorate office,burwood,2206,sa,19660130
8977,0.44762669031275387,0.44762669031275387,39402100,"",berry,11,staaten crescent,"",karrabin,4125,nsw,19371223
9134,"","",76281100,lewis,coleman,14,stacy street,workmans cottage,batlow,4507,nsw,19761109
9295,"","",39488100,kyle,ottens,56,chauvel circle,berkeley village,airds,3325,wa,19320216
9809,"","",76468100,gabrielle,clacy,8,julius street,villa 5,brisbane,3154,nsw,19300312
7335,0.43627199674278394,0.43627199674278394,2745100,oliver,clarke,16,greeves street,harvic,mcdowall,3021,nsw,19110501
10141,"","",39721100,jordan,reid,249,lawlor place,crestfield,burwood,3250,vic,19530726
10246,"","",39750100,lynae,savas,2,ennor crescent,loughmore,broken hill,2251,nsw,19601023
10755,"","",2968100,james,kilby,4,stroud place,yarrol,alyangula,2515,nsw,19670408
11124,"","",3069100,aaron,berry,106,rehfisch close,pine view,highton,3128,qld,19330816
11142,"","",3075100,jaslyn,crossman,401,strong place,penquite road,cronulla,6169,nsw,19770615
11678,"","",76986100,paige,hawes,3,millhouse crescent,wyoming park,beaumaris,2065,tas,19130327
12697,"","",40411100,nathan,bartel,24,sproule circuit,oyster farm,regents park,6157,sa,19951022
13166,"","",77400100,thomas,ferris,98,marungal avenue,rosehill,hemmant,2800,qld,19520516
13242,"","",3655100,thomas,shepherd,39,martley circuit,yarrandoo,nhill,3196,vic,19230410
13603,0.8822167102091465,0.9195458271876634,40665103,william,honold,"",douglass place,highland park,garbutt,2219,tas,19690328
13876,0.977549438458302,0.9913332082809255,40732102,lauren,harrington,14,currong stfeet,leumeah,maxwell,5047,act,19030221
13958,0.9895147614263562,0.9952227536000962,77619102,emiixy,madigan,5,miller street,"",belmont,3156,wa,19320729
10,0.40099001027402453,0.487967243713135,3895100,lucas,agius,7,mcintosh street,yarrandoo,port macquarie,3182,sa,19410213
14353,"","",40865102,lauren,binns,31,wilson crescent,kurrajong,glenhaben,2412,nsw,19860512
14573,"","",77780100,makayla,borgelt,3,halford crescent,corporate house,clare,3936,qld,19780929
15185,"","",77949100,jared,fiorenza,3515,traeger street,egerton,smithfield,6024,vic,19011201
15315,"","",4213100,jackson,boyes,210,alabaster street,newry farm,aspley,6155,nsw,19570314
16948,0.44628104780607875,0.44628104780607875,41572100,benjamin,steed,30,chuculba crescent,"",marsden,4557,qld,19410901
18270,"","",5021101,alisa,sheens,99,namatjira drive,john flynrn hospital,"",2356,"",19801204
19218,0.9814479766117407,0.9905564682541387,5292102,danielle,clarke,13,olney place,"",kirrawee,6072,qld,19490806
19859,"","",79252100,adam,painter,12,longley place,ditone arabians,comet,4350,wa,19490531
19921,"","",42382100,dylan,ryan,1,nulsen circuit,tower b rockdale,duncraig,4807,qld,19660617
20858,"","",79548100,kyle,noyce,57,vasey crescent,hopkins view,north haven,2330,qld,19260708
18482,0.4593746800987535,0.4593746800987535,42813100,barnaby,stephenson,7,clive steele avenue,cohuna estate,st kilda east,3199,wa,19520514
23225,"","",80206100,caitlin,holyoake,8,piper street,pooley bridge,pymble,4719,act,19531203
23362,"","",43355100,jacob,parr,829,angophora street,carrangarra,hoppers crossing,4510,qld,19851206
258,0.5553163599343625,0.5553163599343625,6400100,danielle,meinhold,5,"",buckalow station,narooma,3142,vic,19540202
23563,"","",43414100,alexander,crook,13,faunce crescent,dawson view hostel,bray park,2147,nsw,19760903
24308,"","",80499100,emiily,neumann,22,brisbane avenue,rainbow ridge,hyde park,2564,vic,19281211
24425,0.9891356835907431,0.9891356835907431,80530100,olivia,simmonds,3,cambage street,creston,murarrie,2640,nsw,19790309
24964,"","",43804100,kiera,bristow,33,gordon close,the rocks,dandenong north,3134,sa,19340110
24974,"","",80693100,summer,paulit,5,toona place,glendora,clayfield,4032,vic,19620610
25590,"","",7004100,lucy,nguyen,8,groom street,rosedale,st ives,3116,nt,19040516
25834,"","",44052100,rhys,campbell-smith,40,arid place,druid's oak,wetherill park,3737,qld,19900817
26625,"","",7287100,nicholas,lock,45,duffy street,longridge,norwood,2081,nsw,19061022
27814,"","",44616100,joel,paine,10,"",pleasant view,mount pleasant,3922,sa,19770622
28479,"","",7787100,allegra,barnetson,134,bickley close,willow side jersey stud,miami,3206,vic,19760206
28898,"","",81803100,alivia,bishop,"",gratwick street,brentwood vlge,berwick,3264,tas,19551114
29281,"","",45013100,lachlan,ozdowski,33,kearne place,rowethorpe,alice springs,3764,nsw,19801120
29318,"","",81929100,kimberley,grooby,8,burrinjuck crescent,rosetta village,glendorf,2336,qld,19510408
29733,"","",8130100,mikhaili,fenwick,4,morrow street,tricorne (cnr scone r road,collie,3206,wa,19770309
30548,"","",82289100,emiily,greenland,8,port arthur street,elston,bossley park,4301,qld,19190513
31355,"","",82512100,jesse,pulford,18,shackleton circuit,carrington retrmnt vlge,coffs harbour,4113,vic,19231010
31551,"","",8652100,chloe,everett,81,perry drive,willaroo,culburra beach,2145,wa,19870910
31693,"","",45695100,liam,millane,5,dexter street,scenic lodge,charlestown,4160,vic,19981219
32717,0.9914756223331858,0.9914756223331858,82907100,georgia,lowe,21,castleton crescent,shepherds lodge,ingleburn,2177,wa,19420710
32810,"","",82934100,lewis,burford,62,kenyon circuit,st lawrence park,nicholls,2176,qld,19460925
33739,0.4844341570882511,0.5895584706239289,46271102,lauren,white,10,park trees vlge,enid lorimer circuit,orchard hills,6423,qld,19540910
4250,0.474613392954937,0.474613392954937,83292100,isabelle,rees,18,duigan place,flr 5 john flynn medical centre,botany,2041,nsw,19110418
34138,"","",46377100,lachlan-john,campain,45,cradle close,lindsay,singleton heights,2768,nsw,19551219
9444,0.4137707713208677,0.993006642390171,46513103,sophie,den,32,madigan street,"",inglewood,3170,wa,19510804
34982,"","",83542100,laura,matthews,128,sly place,moama,middleton,6027,wa,19400222
12508,0.7618061622685078,0.9950492062368131,46789102,kobe,pyperv,10,maclaurin crescent,"",goodwood,2251,wa,19580813
442,0.40393035142993233,0.875063295721727,47933100,lucy,blackwell,24,king street,"","",3148,wa,19480322
23407,0.41258152281726806,0.9947262821994,85018101,joel,chell,66,archibald zstreet,rocklands,ulladulla,2170,nsw,""
40311,"","",11123100,sophie,harrer,3,mackie crescent,karobean,oakville,4215,nsw,19160408
40609,"","",48207100,paul,petersen,1,casey crescent,retirement village,balwyn north,4400,wa,19031031
40677,"","",11222100,james,papazafiropoulos,24,"",berkeley vlge,wyoming,2221,nsw,19031127
41014,"","",48321100,jesse,brammy,50,lee place,hawkesbury natural health acupuncture ce,smithfield,2517,qld,19970818
42340,"","",48679100,koben,burleigh,4,bywaters place,"",railway estate,2290,sa,19660623
12500,0.4250532574612247,0.5325324553464813,85905100,jack,matthews,19,miles place,kordella park,greensborough,2299,nsw,19251123
43951,"","",49133100,teagan,bishop,26,millen street,braeburn,mount gravatt,3194,vic,19690718
44571,"","",12297100,lily,berry,10,fizelle place,riverpark lodge,seaforth,6230,vic,19920529
45359,0.9859093417545489,0.9875478803503387,86420102,ji nni,"",39,fitzmaurice street,tycannah station,kedron,7126,sa,19101103
45636,0.911007568991696,0.994205387626701,12586102,shane,ryan,80,clianthud street,mount sandiman,broken hill,7010,vic,19961123
45934,"","",49689100,georgia,kmitas,522,livingston avenue,richmond caravan park,gorokan,6164,vic,19421009
46707,0.9015408057776396,0.9916136505532891,12876103,joel,hick,201,hone lace,woodberry vlge,keysborough,4625,sa,19010710
47201,"","",86929100,jasmine,paine,3,rafferty street,brentwood vlge,inverleigh,2102,nsw,19810214
48611,"","",87320100,amy,waller,2,derrington crescent,glenmore,ashfield,6123,act,19260325
48960,"","",13518100,aaliyah,stephenson,"",troughton street,hawksview,leongatha,3150,vic,19250220
49089,"","",13551100,jamie,wilkins,27,galway place,flt 10,graceville,2756,nsw,19620827
49197,"","",13586100,jasper,haberfield,191,faunce crescent,banora,boondall,4169,nsw,19560907
