z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
347,"","",73815100,oliver,berryman,3,evelyn owen crescent,avonlea park rmb 4045,burwood east,3204,nsw,19990201
857,"","",73955100,matthew,farnham,"",murranji street,balamba,mount evelyn,2110,nsw,19630301
1497,0.968468408432412,0.9905564682541387,393100,taylah,truman,2,yapunyah street,eldwick,kahibah,2617,vic,19731210
4762,"","",38221100,jacob,hodby,81,yamba place,locn 1487,yarraville,2122,vic,19661109
5343,"","",1451100,julia,haggan,75,warramoo crescent,byron van village caravan park,st kilda,2166,qld,19391012
6044,"","",75414100,noah,nguyen,5,kirkland circuit,the willows,safety bay,2576,nsw,19311017
6136,"","",38612100,georgia,fenwick,48,ballow crescent,chateau tahbilk,bundaberg,3083,vic,19680831
6479,0.42463964530979903,0.42463964530979903,75522100,rachel,spalvins,3,mcelhone court,oatlands court,davistown,3101,vic,19870606
6635,"","",75563100,samantha,glass,37,brunswick circuit,"",magill,2121,nsw,19530526
6676,"","",38769100,bailey,braunwalder,59,renmark street,mylo house hostel,paralowie,3029,vic,19710523
6690,0.41579194981704665,0.41579194981704665,1830100,bertie,leane,41,city walk,"",emu plains,3030,vic,19861228
7796,"","",75902100,tahlia,nalpantidis,11,gardiner street,honey patch,oakhurst,2456,sa,19080210
7911,"","",2184100,erin,berryman,345,evdeavour hse,jaspars,mullumbimby,3199,qld,19780320
8037,0.5935790656921605,0.5935790656921605,2222100,jessica,ahmed,36,marr street,north star holiday resort,beaumaris,2066,nsw,19740521
9746,0.414291955043376,0.414291955043376,76451100,jessie,reid,12,ern florence crescent,"",westmead,4655,vic,19470414
2232,0.44624115689873795,0.9952227536000962,39686100,taylor-saige,clarke,140,prendergast street,brookvale,golden grove,2121,tas,19371105
10075,0.7259548603692071,0.7259548603692071,39707101,berry,jett,5,leichhardt street,coralyn,charlestown,2340,vic,19470914
10231,0.42996768036556987,0.9942819304487751,39748103,lucas,rackwell,10,sinclairlstreet,"",north ryde,2880,vic,19280101
1687,0.9931558375613116,0.9945081630075626,39758102,lauren,matthews,103,proby pllace,berkeley vlge,tuart hill,3892,nsw,19840921
11101,"","",39978100,hana,iacopetta,"",lucy gullett circuit,lindhill,beaumaris,3031,nsw,19240901
11419,"","",40062100,jinni,coleman,10,casey crescent,redwood village,"",2027,nsw,19560803
11694,0.9927904021198166,0.9927904021198166,3240102,william,matthews,"",lightfoot crescent,rich meadows,coromandel valley,3186,nsw,19860417
12237,"","",3385100,kody,jolly,17,mckeahnie street,ferndale,kilmore,2213,nsw,19990521
13207,"","",40555100,lachlan,hyland,8,clode crescent,cape clear,dianella,2023,nsw,19861113
4933,0.443340662353515,0.443340662353515,3653100,montana,fitzpatrick,4,gelane street,fairlight,beecroft,5157,vic,19080809
16511,"","",78324100,liam,gonsalex,129,lycett street,carranya,parkinson,3148,nsw,19850918
8309,0.4369022968872521,0.9947262821994,41476102,phoebe,mcgregor,11,kitchenexr street,yarras est,padstow,2398,qld,19321001
6001,0.4628142415465397,0.4628142415465397,4591100,daniel,clasper,33,bunduluk crescent,evergreen,greensborough,5006,vic,19540506
17198,"","",78526100,marianne,mason,45,bonython street,karingal age hostel,mount isa,4817,nsw,19820418
17502,"","",4818100,olivia,wagnitz,141,phillip avenue,pacific haven,moorooka,2558,qld,19350218
17605,"","",41756100,"",leong,8,buckmaster crescent,st vincents medical centre,dalby,3465,vic,19280119
18705,"","",5147100,tuscany,dixon,7,arndell street,luskin court,bayswater,4305,qld,19080806
4622,0.42058520500320573,0.9070211231685509,42542101,zachary,pemper,662,abercrombie circuit,"",ringwood,3337,sa,19060719
22331,"","",79953100,alexander,gavel,9,ruwoldt place,rowethorpe,bossley park,3825,vic,19580819
24541,"","",43689100,jayde,ho,7,cargelligo street,frm 654,colo vale,6172,vic,19160203
5860,0.5149453358448519,0.5149453358448519,6877100,rosie,weidenhofer,19,collins place,catumbel lodge,hahndorf,6112,nsw,19140624
25351,"","",43919100,jessica,byers,77,albermarle place,captains creek,ringwood north,3926,vic,19900317
25361,0.9763173829810204,0.9822750814405513,80807100,alisha,de angelis,47,torrens street,shepherd lodge,mullaloo,2570,sa,19051221
26251,"","",44172100,tommy,paterson,25,murchison street,bagheera,labrador,3216,qld,19321106
26609,"","",81168100,coby,reid,5,rafferty street,immanuel garden,geelong east,2340,vic,19040418
27890,0.4233564664292505,0.4233564664292505,81526100,lucas,bishop,58,mcculloch street,shasti,swan hill,6060,nsw,19091104
27906,0.9683218783649925,0.9683218783649925,7639100,courtney,muhldorff,13,grace,binnum banks,sale,2089,vic,19581212
28386,0.9720516876418811,0.9734563708634573,7765103,jasmine,armanious,231,heard street,warbniya,port pirie,3602,wa,19540725
28871,"","",81794100,mitchell,noble,28,brereton street,cranleigh,cleveland,3929,nsw,19110919
29520,"","",8068100,chelsea,boyes,8,collings street,jillico,swan hill,2106,nsw,19551009
29548,"","",45086100,jemma,elhelou,9,carruthers street,turf club frost,laverton,7325,qld,19790123
16859,0.411140977407032,0.61491583006841,82054100,kyle,noble,13,ormerod place,glass house,burwood,2485,qld,19231208
31025,"","",82422100,kiera,petersen,65,nuyts street,dunmoven,bull creek,2251,vic,19861107
5073,0.5224193021966622,0.5224193021966622,45567100,sophie,cadman,5,darke street,rowethorpe,dundas valley,2280,vic,19510909
31312,"","",45584100,lewis,kerkvliet,2,copland drive,elmwood,manunda,2444,nsw,19871216
18555,0.467007525600726,0.467007525600726,45746100,lachlan,lowe,30,kriewaldt circuit,maddagoora,unanderra,2323,vic,19950909
32109,"","",8811100,vianca,white,26,maclachlan street,trellech,mount crosby,6324,nsw,19960916
33963,"","",9315100,molly,clarke,6,chandler street,adventist retrmnt vlge,paralowie,2062,act,19680130
34035,0.42840187959513676,0.4514194688433104,9339100,george,thorpe,18,learmonth drive,"","",2722,nsw,19550315
35285,"","",83623100,nicholas,bengtell,24,beaney street,sutherwood north,atherton,2753,nsw,19040508
5278,0.4044854187942763,0.8172547892532344,9911101,harriet,gillard,45,bernacchi street,"",wamberal,3104,vic,""
36108,"","",9934100,dylan,vaccaro,8,myles connell crescent,darlee,brunswick west,3173,vic,19550609
36487,"","",47030100,sophie,priest,103,pomeroy street,culburra retrmnt vlge,paddington,2117,nsw,19690424
36558,0.9287994561795504,0.9612302854982442,10062103,michael,dixon,14,ashburnerstreet,secw552,ballarat,2261,wa,19970728
36655,0.9812986859035391,0.9952227536000962,47081100,zac,rushby,6,darrell place,gumnut cottage,point cook,4870,"",19940219
38350,"","",47546100,ruby,clarke,4,somerville street,geekabee,seymour,4655,wa,19240917
38825,"","",84619100,kaleb,noble,38,fernyhough crescent,thane house,west lakes,2282,sa,19891210
17011,0.8837282454834993,0.9940496857319293,84666100,jarryd,madigan,49,chaseling street,euroka methodist village,st andrews,3043,nsw,19820528
39384,"","",10850100,benjamin,toseland,23,vidal street,tarlinup,wendouree,6054,tas,19061007
40468,"","",48163100,mia,nitsolas,1349,wakefield garden,jinderoo,wentworth falls,2119,vic,19901018
42492,0.43385765082126515,0.43385765082126515,11730100,bryce,matthews,8,prescott street,electorate office,bomaderry,5045,sa,19580720
42877,0.9886744517144046,0.9886744517144046,48826100,ainsley,roche,28,heard street,blue gum hill,wakeley,2762,nsw,19841025
42920,"","",85736100,william,donaldson,7,baracchi crescent,old post office,"",4073,qld,19631028
43465,"","",49002100,maggie,reid,10,madigan street,"",belmont,4405,wa,19040714
44910,"","",12394100,"",leung,255,pitcairn street,ocean star villas,labrador,2830,nsw,19671025
45812,"","",86552100,amy,mosheev,30,tinderry circuit,talonmane,highett,3038,wa,19290915
45864,0.4551431372648286,0.4551431372648286,12646100,kyle,parr,1071,summer hill road,the haven pole,nowra,4551,nsw,19050119
46098,0.9947733876400483,0.9947733876400483,12712101,jessica,hyland,"",alice jacks on crescent,urunga caravn park,cherrybrook,4552,qld,19220713
46223,"","",86660100,harrison,brock,151,galway place,colombo plains,watsonia,4871,vic,19970401
46376,0.932106211728311,0.9909196098134082,86700102,emiily,"",3,vagabondcrescent,browie,oakleigh,3825,vic,19780430
46506,0.948016865211929,0.948016865211929,12825102,katie,leishman,26,cade place,showgorunds,avalon,3224,nsw,19430516
46664,"","",86777100,amber,harrington,31,baracchi crescent,sheep station,bullsbrook,7275,qld,19360209
46728,"","",12878100,jake,foch,50,ellenborough street,wyoming park,pallara,2208,nsw,19960610
48698,"","",87345100,zack,reid,208,jardine street,lassaan,summer hill,6059,qld,19701121
49491,"","",13662100,tommi-lee,stingle,30,city walk,the tops,bonnells bay,2422,nsw,19480225
49769,"","",87651100,callum,mormina,24,sternberg crescent,jacqoona station,borenore,2257,vic,19690524
49840,0.9041364451439372,0.9041364451439372,50774102,penberthy,travis,16,lockyers treet,kyeema,glenthompson,3181,qld,19601101
50538,"","",13961100,cameron,rundle,27,dennis street,annecy park,coffs harbour,2612,vic,19080510
50644,"","",50988100,william,gaskin,1,doyle terrace,bombowlee,bonnyrigg,2460,vic,19540223
50707,"","",51007100,seamus,edgecombe,17,jacobs street,karinya lodge,condell park,2193,qld,19130121
2483,0.6142709402904615,0.6142709402904615,88246100,harrison,volframs,58,rubbo crescent,sec 64,rosebank,3227,qld,19690510
9476,0.5323082585542629,0.5323082585542629,14449100,lauren,macgowan,31,bellingham crescent,wealdbarns,noble park,2229,wa,19180117
52361,"","",88383100,michaela,crouch,5,glencross street,kareela,wamberal,2088,wa,19340202
53049,"","",14656100,hayden,ganev,80,kennedy street,howie circuit,allambie heights,3056,nsw,19441218
53101,"","",51689100,alana,mccarthy,1,duffy street,brentwood vlge,wattle park,2590,vic,19821118
18934,0.9284960639546941,0.9634035778448972,88712101,connfor,carbone,11,laker crescent,"",balwynunorth,6155,vic,19010709
54114,"","",14928100,jacob,jeffreson,20,burdekin street,c f village,oatlands,6330,nsw,19780819
54203,"","",88897100,nicholas,manthorpe,36,jacka crescent,hallsville,glengowrie,4356,wa,19560730
54506,"","",88984100,tiana,berry,88,macgregor street,glenlee,hastings,6102,nsw,19741114
54685,"","",52150100,ellie,edgecombe,8,altson circuit,haven court,albury,7190,wa,19560919
54719,"","",89046100,shannon,matthews,77,quambone place,warrambucca garden,leichhardt,2429,sa,19660926
55075,"","",52260100,alison,cookson,26,duigan place,the rookery,forbes,6149,qld,19030112
12035,0.5319572249223904,0.9952227536000962,52292102,benjamin,du,136,arabana street,geekabee,north rocks,2153,vic,19740717
55309,"","",52324100,joshua,zepina,6,chisholm street,jandera south,rostrevor,4305,"",19090912
56615,"","",89575100,aleesha,berryman,94,avoca place,pineview farm,greenacre,2036,nsw,19950713
57088,"","",52829100,philip,nguyen,9,hirschfeld crescent,christie street,woollahra,5118,qld,19221213
524,0.5073721144076991,0.5073721144076991,52832100,david,stubbs,107,knibbs street,wilderness,hexham,3085,vic,19990331
44667,0.438659453545933,0.438659453545933,89897100,holly,painter,10,chewings street,villa 5,lilydale,2234,qld,19400505
58072,"","",53104100,riley,skvaril,35,"",atherton,boondall,4109,qld,19590509
58490,"","",90106100,sophie,noble,14,lexcen avenue,bowan downs,harden,4858,vic,19610814
58649,0.4314806741294846,0.9846938742640309,90146102,kyle,green,4,chowne street,the palm s village,carlingford,4680,vic,19721207
59462,"","",90381100,judah,snuggs,29,fairbridge crescent,business centre,bonnyrigg,4007,nsw,19350207
59514,0.9891700284774299,0.993833290446873,16410100,jackson,msapenda,24,nymagee place,pindara medical centre,aspley,3101,qld,19590321
60065,0.49807779656032825,0.49807779656032825,90564100,jared,ryan,"",fingleton crescent,redwood village,castlemaine,7000,qld,19420808
60180,"","",16589100,megan,ghosn,3,railway street,aldinga beach court,bethanga,3216,vic,19510711
33408,0.42217267166711453,0.9676088499716309,91215103,mcfadden,ruby,"",eggers place,"",kirwan,2614,vic,19390312
62649,"","",17306100,pearson,dixon,2,pennefather street,welcome swallow angus illalangi rmb 1800,prospect,6338,sa,19980405
62758,"","",54409100,james,mahony,149,fitchett street,harrington,burwood,3690,nsw,19211230
750,0.6529504511656764,0.6529504511656764,17537100,jinni,winfield,13,torrens street,killanoola,robina,4514,vic,19600425
12338,0.544972346105632,0.6436613556506233,17656100,"",chubb,3,"",landen,inglewood,4125,qld,19190114
64880,0.9933607062578763,0.9933607062578763,91876102,xavier,schelkis,13,bugdena venue,lowangreen,villeneuve,4566,nsw,19790601
