z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
26,"","",73733100,connor,burford,28,cooling place,locn 8697,bassendean,4573,vic,19890330
474,"","",125100,silas,kempe,33,collier street,villa 2,carole park,2336,qld,19801205
1677,"","",440100,benjamin,hursey,3,purser street,moy,lake conjola,3193,wa,19981217
2040,0.9730929978740684,0.993833290446873,531100,lily,grainger,26,karney street,wallendoon station,swan view,3911,nsw,19360427
2453,"","",74390100,kallie,geraghty,12,crozier circuit,lochisle,alligator creek,6025,vic,19440306
5556,0.5291519005436729,0.9952227536000962,1511100,annabelle,grobler,3,carstensz street,raden park,ringwood north,2560,vic,19581022
7279,0.7019618594466571,0.9495770654669171,38944100,joselyn,feeney,1,ern florence crescent,jacana park,macgregor,6148,wa,19550217
8437,0.9936282955531263,0.9936282955531263,39250101,"",berry,2,parkhil lstreet,fourways,parramatta,2099,sa,19650110
9715,"","",39606100,zoe,klinovski,43,mccool place,maalancamp,altona north,6021,vic,19880404
11190,"","",3089100,maddison,weaver,34,kosciusko avenue,avenue road,eastern heights,4061,qld,19780522
11276,"","",76873100,jack,campbell,239,damala street,casuarina shoppingsqre,baralaba,6148,qld,19710531
11434,"","",40066100,joshua,reid,12,fuhrman street,hamilton central,sale,3036,vic,19840323
11567,"","",76958100,emiily,mason,7,blueberry street,cooee palms,gwandalan,2041,nsw,19551126
11745,"","",3255100,holly,alderson,72,henty street,inglewood,safety beach,3020,"",19991111
11945,"","",77058100,fynn,webb,96,ferrett circuit,weemilah,buninyong,3130,qld,19080717
13401,"","",3697100,wilson,penno,7,platt place,nuffield village,concord,4207,nsw,19050315
13452,"","",3711100,katie,di meglio,14,antill street,retmnt vlge,corrimal,4717,sa,19980830
15057,"","",4137100,william,white,32,medley street,cremona stud,adelong,3021,nt,19460323
15173,"","",77945100,michaela,godfrey,27,bandjalong crescent,danica,witchcliffe,5065,nsw,19631223
16597,"","",41478100,daniel,ferris,515,chewings street,macian house,tweed heads south,2484,qld,19561117
16742,"","",78393100,charlotte,pyle,42,allan street,bingletree,lake illawarra,5045,wa,19390730
17979,"","",4942100,jett,tuckwell,13,majura avenue,"",woy woy,2134,vic,19460901
18147,"","",4984100,"",kelley,36,blackett crescent,moodwood angus stud,orbost,6167,qld,19921011
19157,0.771990361881608,0.9905564682541387,79070102,nathan,beddison,6,bainton crescent,boundary farm,mansfield,7070,nsw,19060116
19771,"","",42337100,jack,elphick,3,flecker place,cohuna estate,north beach,3377,nsw,19861005
21209,"","",79645100,emiily,neumann,13,lawrence wackett crescent,roseglen,picnic point,3166,qld,19820930
21342,"","",5862100,emiily,clarke,4,dalton place,baroa finn & texel stud,maryborough,2160,vic,19220423
16359,0.9667217127425601,0.991053837955232,43025101,chelsea,springthprpe,12,elizabeth crescent,mt pleas ant,glenmore park,3073,vic,19890326
23116,"","",43286100,bianca,stanley,29,carrodus street,alpine vineyards,collinswood,7006,"",19820223
23506,"","",43396100,brody,green,"",groom street,pmb 63,clapham,2031,nsw,19120729
23766,"","",6490100,flynn,girdler,1,salmon place,ra 24476,bligh park,2170,vic,19310604
25473,0.9398506532097742,0.9810561490142308,6977102,olivia,green,77,dexter street,moretonisland,taylors beach,4179,qld,19840820
25643,0.9875482013239689,0.9922323843947127,80886102,leon,hawes,40,cossington smith crescent,glen lee,lake cathie,3021,"",19270111
25826,"","",80940100,ryan,coleman,31,baldwin drive,cooranga,maryborough,2259,nsw,19190814
26486,"","",81132100,kaitlin,mantovano,19,michie street,rowethorpe,deer park,2166,vic,19220620
27255,"","",7460100,coby,frencham,93,macarthur avenue,rsm 849,magill,2190,sa,19361016
27651,"","",7574100,keegan,vincent,3,copland drive,acacia hills street,narrandera,2120,wa,19790217
28239,0.9752678815520199,0.9952227536000962,7731101,lkue,reid,16,pryor place,sunshine coast private hosptl medcl cent,killara,4551,nsw,19980603
28722,0.9727722807188338,0.9858032598413123,7854102,conner,mewett,11,leahy lpace,bulala,south peqrth,5018,vic,19961211
29824,"","",45166100,joshua,beelitz,9,yates garden,hopeview,albury,6021,sa,19361220
30025,"","",45224100,braedon,berghout,384,emily bulcock crescent,brentwood village,norwood,4557,qld,19990916
30421,"","",45335100,"",matthews,2,carrington street,aprt 5105,coolum beach,4402,qld,19980206
8172,0.749390676297686,0.749390676297686,45814100,ty,priest,44,julius street,"",currimundi,3025,nsw,19780527
33209,"","",83039100,tuscany,webb,11,darebin place,caloola court,valley view,4508,nsw,19410710
34821,"","",9573100,saara,boyle,8,whitelegge close,witches garden,ringwood,7015,vic,19390601
35484,0.9944660782509854,0.9944660782509854,9758100,erin,fitzpatrick,27,miethke place,elmar ranch,woodville gardens,6151,sa,19020607
37098,"","",10211100,emiily,clarke,16,kosciusko avenue,riverbank farm,warrandyte,2263,nsw,19961023
37310,"","",84204100,jack,wilkins,52,macgregor street,vinery,corio,3135,nsw,19240330
37521,"","",10332100,thomas,reid,7,noel ryan garden,mulvra,rochedale south,2443,nsw,19220305
37884,"","",10432100,naomi,glass,30,centaurus street,granny flat rear,seven hills,4060,nsw,19790120
38287,"","",47525100,aidyn,canavan,12,mcwhae circuit,summit cottage,lorn,4800,vic,19040426
38543,"","",84544100,luke,saccardo,30,"",edinburgh vlge,chandler,2042,nsw,19841118
39473,"","",84791100,"",reid,"",sayer place,caroona village,lismore,2287,qld,19770411
39520,"","",47880100,allegra,nicolle,32,"",booroopki park rmb 596,port macquarie,4216,qld,19780328
39598,"","",47901100,beth,campbell,22,chillagoe street,hillview rmb 4280,davistown,6147,qld,19660901
8442,0.41537239122917585,0.41537239122917585,10919100,sara,jeffries,1,mcmillan crescent,kurrajong,duncraig,4300,wa,19230510
39713,"","",84851100,"",clarke,1020,brittlebank circuit,culbone,emerald,3132,nsw,19150714
40554,0.9952227536000962,0.9952227536000962,11187101,rildy,mcbryde,65,majura road,"",blacktown,3916,vic,19961126
41895,"","",11555100,hannah,ryan,17,castlereagh crescent,forest placeretire,currambine,2534,nt,19480226
42969,"","",11867100,tate,mahony,100,mirrool street,rosetta village,bridgeman downs,6058,vic,19190326
43439,"","",85878100,bianca,belperio,44,lutwyche street,reinfrew park,oyster bay,7322,nsw,19600422
45160,0.8248867625540698,0.9257668277726208,49483102,ankea,minards,31,northbourne avenue,rosettamv illage,burwood,3977,nsw,19061225
1443,0.7321243218282923,0.9952227536000962,49518100,lily,connier,5,arrietta close,st john of god hospital,"",6507,qld,19310518
47928,"","",13227100,desi,ryan,1,learmonth drive,spring hill road,moorook,4067,nsw,19261116
49983,"","",13802100,sophie,lock,23,allchin circuit,brentwood village,kirrawee,2207,nsw,19990808
50049,"","",13823100,lachlan,green,885,woodfull loop,section,beechboro,2113,vic,19030624
50216,0.981659156018156,0.981659156018156,87780101,hayden,blake,85,john russell circuit,rockview,brooklyn,5640,nsw,19409716
50287,0.9926680456172919,0.9926680456172919,50894100,jade,white,20,morgan crescent,bessy sue,wallsend,2125,vic,19240309
51056,"","",88026100,chloe,green,7,mcintyre street,rowan lodge,tiaro,3393,nsw,19530225
277,0.9911457621988602,0.9911457621988602,51205100,owen,noble,5,mulga street,st francis vlge,picton,3000,nsw,19220721
51428,"","",88121100,connor,renfrey,44,wilkins street,anglers,cabramatta,4069,wa,19190303
7370,0.9952227536000962,0.9952227536000962,88394100,matthew,dixon,9,cossington smith crescent,byamee,bayonet head,4128,vic,19990610
52605,0.4293239475832025,0.9909251903137,14521102,holly,mccarthy,32,chandler street,"",lilqdale,3156,nsw,19690730
52743,"","",14563100,jye,fitzpatrick,8,yambina crescent,berady,auburn,3453,wa,19250208
54184,"","",52011100,jack,cebin,34,jondol place,"",tweed heads,2233,nt,19791110
