z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
198,"","",57100,sean,clarke,23,skinner street,ben hill,kirwan,6160,nsw,19990319
324,0.9214444588451256,0.9869897472383191,91102,ruby,goode,21,mana lpace,els ogn,jamboree he ights,5108,vic,""
724,"","",37075100,cameron,bowerman,24,scantlebury crescent,"",condon,3352,nsw,19370115
1640,0.5170118377432594,0.5170118377432594,74169100,meagan,berry,9,marsh place,"",parramatta,3875,nsw,19780324
1905,0.9907445768507287,0.9907445768507287,499100,alicia,wheatley,9,cobby street,laureldale,north bondi,4701,nsw,19790202
2378,0.467318091029831,0.467318091029831,74374100,"",campbell,36,amagula avenue,cranbrook,west wyalong,3888,qld,19580617
2489,0.4633251817054876,0.6413998245558223,74401100,madeline,shepherd,45,coningham street,"",ulladulla,6333,nsw,19840303
2966,"","",74544100,april,rees,305,franks place,redwood village,craigie,6153,qld,19930413
3200,"","",74609100,sam,matthews,16,dryandra street,wirraway,seaton,6155,nsw,19871220
4235,"","",74909100,casey,shepherd,25,saggers retreat,mirani,warrane,2530,nsw,19800620
4603,0.4264058720301325,0.49823054937263755,38171100,mia,pulvirenti,10,"","",craigmore,3143,vic,19280623
5279,"","",75203100,taliah,matthews,96,hyndes crescent,beltrasna angus stud,fassifern,2077,vic,19520422
5287,"","",38358100,dylan,fitzpatrick,161,piddington street,rooganore,rosebery,5043,wa,19460115
5964,"","",1627100,jonathon,vimpany,50,namatjira drive,"",view bank,2173,sa,19971215
6226,"","",38635100,madison,millar,22,kambalda crescent,brumpton street,wall flat,4034,vic,""
6313,"","",38663100,ebony,warde,48,enid lorimer circuit,killarney park,dareton,4178,nsw,19390909
7616,"","",75850100,ella,shepherd,359,knaggs crescent,westminster village,ballan,6062,nsw,19661003
10287,"","",2836100,ruby,seen,114,grainger circuit,brastaggi,daisy hill,4157,vic,19341213
10260,0.4295538861079597,0.43406577001095537,39847100,ellouise,campbell,13,goodhart crescent,cecil plains,newdegate,3450,nsw,19730630
10924,"","",39927100,xani,manthongsy,12,oxley street,glenavon,carlingford,2018,nsw,19300629
11592,0.974379415440767,0.9875478803503387,3211101,madison,sznajder,12,cavill close,"",ormeau,4125,sa,19370523
12047,0.49010763964616705,0.49010763964616705,77086100,sophie,hozha,81,stevenson street,roblinvale,ermington,2038,vic,19820116
12558,"","",3472100,dylan,trapnell,11,willoughby crescent,brookleigh,beachmere,2640,sa,19751218
16443,0.49758434077223485,0.49758434077223485,4531100,kirra,stephenson,27,vasey crescent,anam cara bld,anglesea,4559,vic,""
16813,"","",41535100,alana,browne,3,mugglestone place,pioneer lodge,salisbury,2230,nsw,19050615
16860,"","",4646100,monique,spyropoulos,19,luke street,oaklands village,port macquarie,3124,vic,19150530
17969,"","",78750100,lachlan,hand,"",kambalda crescent,railway cottage,broadmeadows,2191,qld,19650915
18207,"","",5001100,joshua,tiller,12,crozier circuit,grand view,wangi wangi,4410,wa,19791104
19437,"","",5351100,annabel,prideaux,42,fawsitt place,"",noble park,6018,wa,19650627
178,0.5346020250849183,0.5346020250849183,5389100,jamie,everett,80,burnie street,scotty,rowville,4152,vic,19720724
7421,0.9861490411931835,0.9861490411931835,79250101,sophie,lonize,60,bayley mstreet,grangejore,beaudesert,2320,vic,19920825
10343,0.49955023005870136,0.49955023005870136,42398100,kelsea,clarke,121,bosch place,"",beaudesert,3075,vic,19651006
19984,"","",42400100,riley,bellon,25,hughes crescent,"",mermaid waters,4113,nsw,19240701
20611,"","",42589100,sara,condo,29,faucett street,sec 1,downer,4870,qld,19660324
22346,"","",79958100,connor,o'day,16,dettmann close,caravn park,st kilda east,4507,qld,19770116
22392,"","",6126100,joshua,fenwick,22,brigalow street,lyndale park,slacks creek,3818,vic,19280101
23008,"","",43251100,mikayla,denholm,1,balonne street,woodlands house,st clair,2750,wa,19341219
3919,0.4143578381207051,0.4143578381207051,6353100,olivia,pulvirenti,57,mckeahnie street,new horizons,mooloolaba,2259,qld,19570121
24070,"","",43551100,kiara,breheny,133,"",flt 10,buangor,4510,qld,19920829
25102,"","",43840100,holly,longo,6,launceston street,rsde 668,ballarat,6426,sa,19340602
25799,"","",80933100,cade,white,126,tuckett place,sec 443 bellamour,mulgrave east,4361,wa,19410417
25801,"","",44041102,jordan,fullgrabe,5,nicholas street,morningside general,toowong,2153,vic,19700622
1743,0.41776714445859897,0.8185867073025582,81129100,alexandra,chandler,73,french street,el-woodaro,"",2565,sa,""
26608,"","",44266100,imogen,candida,39,willyama place,the mews royal hotel bldg,como,2148,qld,19330704
26738,"","",81206100,william,howie,192,pennefather street,north star holiday resort,bulimba,4216,nsw,19750819
26827,"","",44333100,kylee,redington,"",rogers street,pacific bay villas,frankston,5211,vic,19980805
28365,"","",7761100,imogen,gustas,37,hicks street,manor court,chatham,2300,tas,19450326
28698,0.9845976719029119,0.9885710530065783,7848101,benjamin,lungersfhausen,99,kriewaldt circuit,downlandstud,bayview heights,2093,nsw,19121106
29580,"","",8087100,braiden,sibbald,43,dumaresq street,lakefield,callala bay,4161,vic,19651121
29588,"","",82008100,heath,"",921,fitchett street,sunnydale cottage,cronulla,2220,nsw,19980805
