z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
164,0.9929243387519429,0.9929243387519429,73769101,jasmine,white,18,burkitt street,demountablm bldg,beulah park,6059,sa,19600608
736,"","",37079100,jack,finlay,4667,bellinger circuit,cranbrook,moores pocket,2206,qld,19071202
1042,"","",37171100,amber,pelling,150,jerrabomberra avenue,curringa,beverly hills,5063,wa,19270113
2364,"","",621100,cooper,nguyen,13,mindarie street,high valley,belmont,4701,qld,19761120
2403,"","",633100,noah,yen,39,warrambool close,wild cattle island,yangebup,2650,qld,19200211
2672,0.9936734116065394,0.9938330733054215,74457100,georgia,trimmer,30,buntine crescent,glenmore,elizabeth south,3631,qld,19750528
5208,"","",1419100,"",boyle,1,"",norland,shellharbour,2030,sa,19560619
5918,0.60480496549068,0.60480496549068,75381100,brodee,shambrook,28,hilder street,kelrama,"",2144,act,19820518
6605,"","",75553103,carlin,marr fs,14,carlarminda court,toolebewongfarm,"",3207,tas,19000415
8438,"","",76085100,jackson,hand,19,cockle street,lazy acres,ivanhoe,7052,vic,19340817
9228,"","",2558100,brianna,conboy,106,gamor street,westport,wilmot,3377,vic,19001219
9849,0.8035179494038797,0.8409108625738931,2716101,green,teagan,33,blackman zrescent,glenira,spealowod,3081,nsw,19540312
10123,"","",39715100,amber,haskett,5,kirby place,sunbury,fairhaven,4170,nsw,19760316
10168,"","",39730100,jack,herburt,8,banfield street,grammar school,bonython,4054,wa,19330505
12073,"","",40246100,kylie,stanley,631,nealie place,rowethorpe,st albans,6053,act,19911001
12202,0.42628425017613514,0.42628425017613514,40281100,arki,reid,16,burkitt street,belgrano glenalvie,kendall,2484,nsw,19730531
12272,"","",77148100,lachlan,shepherdson,9,mitchell street,phillip town,lavington,4567,qld,19070916
5662,0.4483905988969627,0.9952227536000962,77263100,levi,hobson,20,vasey crescent,"",coffs harbour,2160,tas,19091221
1743,0.4850494428184088,0.4850494428184088,40442100,joshua,papathomas,30,mcvilly close,kelanna,"",2074,sa,19270105
13960,"","",40753101,benajmin,timpson,26,proserpine court,coorra bin,leeton,5032,qld,19591204
14232,"","",3920100,madeleine,noble,173,longmore crescent,rivoli,bohnock,2088,tas,19650511
1443,0.42492612149288045,0.9900147951102803,4291103,tahlia,browne,861,couvreur street,naygoondy,"",6061,nsw,19290801
5034,0.4281087643800032,0.9909251903137,41385104,sophie,cummin,4,barr-smith avenue,"",sherwfod,4551,nsw,19461008
17094,"","",4711100,benjamin,paterson,22,menkens court,yarrabin,willows,4382,sa,19090320
17219,"","",78533100,isabella,burford,7,proserpine court,hopeview,blacktown,6169,vic,19870706
17933,0.9609094959841339,0.9930361982503579,78741100,bethany,burman,19,ainslie avenue,the mews royal hotel bldg,sunshine,4123,qld,19341027
18093,"","",4971100,joseph,siviour,8,crozier circuit,wallum butta,blacktown,4812,vic,19871120
18096,"","",4972100,isabella,ciavarella,68,holder street,maculata,bull creek,2117,wa,19451204
18274,"","",41935100,harry,turale,1719,jansz crescent,"",mosman,3109,wa,19160225
2799,0.8392456473172447,0.9887692647312268,5030102,dylan,"",49,shepherd treet,parkside flats,mount evelyn,4619,vic,19290717
19274,"","",79097100,sarah,crook,1,woodfull loop,cathederal place,mclaren vale,2032,nsw,19711014
19441,"","",42252100,lucas,"",7,tanumbirini street,rosehill,avondale heights,2018,nsw,19510924
19653,"","",5412100,joshua,artis,123,mccawley street,anzac house (cnr archer s street,young,4817,nsw,19771209
10989,0.9356001161371553,0.990515878461667,5730101,tansy,de marzi,77,cory place,walyamin gfarms,mill park,6061,nsw,19950202
21030,0.8276197023331672,0.9427721770476833,5781104,yasmin,morden,23,throsby crescent,sandale,longreach,3940,nsw,19921231
21909,0.4265254704403742,0.4265254704403742,6006100,alex,binns,2,parrabel place,c/-runaway bay marina,"",2260,nsw,19160620
21950,0.9915555527171636,0.991598147059806,79856100,katelyn,petersen,12,phillis place,flr 5 john flynn medical centre,duncraig,4700,tas,19580829
22498,0.8048281784390036,0.8048281784390036,43116100,imogen,earson,8,tenison-woods circuit,military base,concord,2023,vic,19270527
24597,"","",6721100,madison,webb,23,groom street,wattagan,tarragindi,2019,vic,19900428
25126,"","",43848100,oliver,excell,57,nicklin crescent,carawah rmb 2,spearwood,5162,vic,19500529
25327,"","",43913100,isabella,basedow,12,gillen street,belconnen animal hospital (cnr coulter d,devonport,3195,vic,19731115
25642,0.9919682764911708,0.9950492062368131,44001101,wilson,noyena,7,goodenia street,cerb rus,hawkesbury heights,2500,vic,19110614
936,0.45444973488548507,0.45444973488548507,44158100,brodee,laverty,61,arabana street,ponderosa,goornong,5023,nsw,19720901
27038,"","",81286100,jacob,riddell,1,windradyne street,somerset cottage,bicton,4700,vic,19240213
27424,"","",44502100,isaac,tiller,2,parsons street,trapindy,stratford,2142,qld,19070721
6751,0.4331436022426245,0.4331436022426245,81704100,"",morrison,959,lobelia street,flt 17,hendra,2480,nsw,19430501
28583,0.9842879504501727,0.9842879504501727,81711100,brandon,pascoe,98,wild street,willandra,killara,3243,vic,19930118
28647,"","",7835100,isabella,white,3,whitty crescent,south seas (cnr cook s street,dunalley,2560,wa,19421008
6491,0.48969249359310174,0.5776507883229562,81776100,matthew,quan,8,baynton street,"",riverstone,6065,qld,19520602
28922,"","",81811100,holly,coleman,59,norton street,hosier lodge stables (cnr oliver s stree,ceduna,4066,tas,19760124
29295,0.8335019107880307,0.9903630953180518,8008102,baxter,milburn,87,karneyx place,laurel bank,alyanhula,3568,nsw,19860526
30806,"","",82361100,riley,ryan,1,mackerras crescent,berragoon,camp hill,5083,sa,19361024
30892,"","",45465100,jake,ponomarenko,"",lander crescent,miami,narrogin,2371,vic,19560315
31140,0.6575207087490434,0.9453071756390413,8531101,joel,milburn,6,alleyne close,sec1,brightonle-sands,2290,wa,19471107
31777,"","",45720100,blake,yeoman,15,london circuit,dusty corner,heathfield,2011,nsw,19060405
32728,"","",45988100,hannah,herbert,92,berra close,the tops,tallandoon,2086,nt,19080611
32894,"","",82956100,deakin,debritt,7,lexcen avenue,"",oldbury,2121,sa,19640521
1450,0.5607073926145396,0.5607073926145396,82966100,talia,jessup,802,wiburd street,willera,burwood,2026,nsw,19550712
32950,0.9769101279671957,0.9874882310208049,46050103,jade,reimer,3,chuculba crescent,blackwattle farm,lindifeld,2604,vic,19880101
33871,0.49496559290985476,0.9620141600888296,46299101,ebony,edsnl,3,chappell street,leisure liing vlge,glenmore park,3300,nsw,19840927
34130,"","",83301100,thomas,ottens,51,abercorn crescent,"",lower templestowe,2113,qld,19051127
34166,"","",83311100,libby,berry,322,winyu close,handley,gorokan,2067,qld,19810603
34370,"","",83373100,kyle,bishop,5,boddington crescent,"",box hill south,2232,vic,19890530
34461,"","",9469100,cooper,orme,8,chewings street,port hills,broadmeadows,4214,wa,19790225
35125,"","",46649100,molly,intrapanya,19,mcguiness place,st francis vlge,trott park,3122,qld,19050920
35158,"","",46660100,emiily,stubbs,3,peppin place,oakleaves,newcastle,3165,nsw,19690817
35378,"","",83647100,sara,jolly,207,pennefather street,gerar station,salter point,4053,vic,19611002
36060,"","",9920100,lucy,scantlebury,3,renwick street,caravn park,kurmond,2566,nsw,19660927
36293,"","",83906100,amber,miles,3,gamor street,sea breeze caravan park,cardiff,4074,vic,19700531
36320,"","",83915100,timara,tebbutt,177,forbes street,salt box,kingston,2528,wa,19210721
36926,0.9851281100581999,0.9904247844285908,84096102,talyah,vrettis,7,petterd street,the g jms,ivanhoe,2224,nsw,19690208
36980,0.9512544030659538,0.9512544030659538,84112100,andrew,winger,2,light street,the burrows,balwyn north,2126,qld,19001226
