z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
705,"","",181100,lachlan,thorold,138,embling street,cinema centre bldg,marshall,4217,nsw,19421027
1202,0.9934197647450789,0.9934197647450789,74050100,emiily,jankus,557,oxley street,"",cranbourne,3931,qld,19210316
1919,"","",74246100,michael,kingsley,72,investigator street,"",punchbowl,4737,nsw,19970413
2371,"","",37549100,georgia,tiller,8,blackman crescent,warra warra,surfers paradise,2620,vic,19220128
2797,0.965635998453161,0.965635998453161,37673100,benjamin,writer,102,marchant circuit,gillabri,nollamara,4605,nsw,19150626
3120,0.4137461752716751,0.4137461752716751,837100,wilson,lindschau,16,barnard circuit,"",seaton,2430,vic,19360604
3866,0.44796449852090603,0.44796449852090603,74797100,daniel,overman,39,reynolds street,"",bull creek,3187,wa,19361002
4503,0.9919180930178195,0.9952227536000962,1225102,brielle,sudaj,110,"",taylors creek bridge,caulfield north,2067,nt,19561025
765,0.40960876431930093,0.40960876431930093,38442100,brigitte,morrison,18,rohan rivett crescent,"",goomalling,7005,vic,19860625
6129,"","",1676100,jemma,mexon,65,hogan place,elmwood,south perth,4122,qld,19540401
6227,0.42963220904936866,0.9153459547637045,75459101,lucy,nabi,7,strete p lace,east end,frenchs forest,3888,vic,19421001
4822,0.4336075172209248,0.4903007090367335,1881100,abby,bradshaw,36,dodwell street,"",northbridge,2630,nsw,19480405
7146,"","",1960100,emiily,bindoff,33,pyke place,brae view,patonga,2234,sa,19840408
7424,"","",75800100,tahlia,stening,35,streeton drive,st agnes retrmnt vlge,mcdowall,2869,vic,19630921
8887,"","",39380100,olivia,noack,151,ovens street,winterwood,albion park rail,2144,qld,19351220
8955,"","",2486100,james,shepherd,37,de burgh street,oakbank,kangaroo flat,2073,sa,19711220
9887,"","",76488100,edward,morrison,27,louisa lawson crescent,cedarview,sunnybank,6025,qld,19530318
10178,"","",76571100,kyle,campbell,15,pennefather street,windella downs,cherbourg,2530,vic,19040218
10913,"","",76766100,timothy,clarke,1534,solus place,st john of god hospital,wingham,6110,qld,19800816
11842,"","",40182100,"",van tholen,254,erldunda circuit,old school hse,allanooka,4850,sa,19271124
12402,"","",3426100,marianne,kellar,3,david street,weemilah,dickson,3150,wa,19150125
13035,"","",3598100,mikayla,stanley,4,meares place,canberra hse,crafers,2144,qld,19980404
14181,"","",3906100,marley,laundy,19,o'grady place,oriel,campbelltown,3056,tas,19050225
14329,"","",40859100,olivia,lowe,39,totterdell street,weeroona,joondalup,2541,qld,19970822
15198,"","",4177100,brodee,mcmullen,37,mortimer lewis drive,illuka park,west wollongong,2111,vic,19051114
16754,"","",78397100,hannah,statham,15,bundey street,larnach,parramatta,6060,qld,19980831
16772,"","",78403100,"",lock,23,william hudson crescent,"",yungaburra,7006,wa,19631017
21820,"","",42926100,leon,neitzel,60,barnard circuit,virginia estate,lemon tree passage,2517,nsw,19270322
923,0.4018119564792925,0.5433098476783934,43216101,bell,white,10,o'neill zstreet,brentwo od vlge,pymble,2606,nsw,""
25566,"","",6997102,teresa,morecroft,431,"",myola street,tannum sands,6518,nsw,19830605
26602,"","",44264100,bronte,shepherd,5,beetaloo street,rathdangan,gemalla,2280,vic,19010628
1687,0.426345326940428,0.9900592205763161,7346102,thomavs,george,105,muirhead place,gleneora,terrigal,3814,nsw,19390731
27911,"","",81531100,oliver,donaldson,151,wybalena grove,adelaide dental hospital,pascoe vale south,5606,vic,19430427
27998,"","",81554100,noah,beattie,15,forbes street,moons farm,jennacubbine,2113,vic,19430314
