z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
656,"","",73896100,keegan,menzies,16,carleton street,bonnie vale,orange,5211,wa,19410203
1055,"","",74012100,hayley,denholm,7,grounds crescent,allensleigh,landsdale,4228,wa,19510502
1480,"","",37301100,georgia,vorrasi,28,moore street,oliwen,dulwich hill,3842,vic,19590531
2244,"","",584100,william,szkolik,49,saxby close,minora,keilor,3030,vic,19071113
2881,"","",37697100,jessica,tsokas,97,longstay caravan park,terra nostra,moonah west,3079,nsw,19910415
2900,"","",74523100,jai,musumeci,33,nimbin street,nuffield village,rowville,3805,nsw,19151027
3296,"","",74637100,talia,vincent,44,freney place,southlands shpcntr,glenmorgan,5159,nsw,19120501
3302,"","",74639100,gianni,white,34,nelson place,treetops,klemzig,2611,wa,19900826
4105,0.9458990581465784,0.9761084330106209,38044101,andrew,kellow,107,ayers street,culburra rtrmnt vlge,scarborough,3805,nsw,19280530
4113,"","",1107100,darcy,burford,26,findon place,pinewood,unanderra,4504,nsw,19060922
4155,0.9917038292066669,0.9952227536000962,1121102,juliana,aberg,28,tardent street,"",brooklyn,2019,sa,19420705
4473,"","",1215101,kyle,penno,42,jalanga crescent,tarraminda,magill,4119,nsw,19690204
5126,"","",75160100,"",walkington,197,ashburton circuit,sec 1,cabramatta,2747,qld,19200702
5729,0.43008195962247314,0.43008195962247314,75330100,samuel,kyriacou,16,woollum street,donna valley,wallan,5014,vic,19141231
6555,"","",1790100,kyle,samarelli,28,bangalay crescent,apt 710,applecross,3000,vic,19621106
7492,0.9042832411430564,0.9800243529901598,39000104,ern,boyle,41,sherwood garden,sec2 6,penshurst,4022,nsw,19960517
3786,0.42694918028496603,0.42694918028496603,76028100,sonja,eyre,74,wakefield garden,fingal park,yarraville,6164,nsw,19890224
8817,0.41497057302334717,0.41497057302334717,2531100,matthew,thurlow,25,rara place,charters towers electorate office stock,gunn,4210,vic,19160604
9207,"","",2553100,marley,nguyen,97,murphy street,"",old toongabbie,2200,tas,19780214
10284,"","",2835100,joshua,renfrey,30,giles street,north hill medical centre,findon,2223,tas,19671031
10382,"","",76620100,jayden,turtur,3,aspinall street,house 8,moss vale,3006,vic,19550313
10670,"","",76696100,michael,abdullah,18,castley circuit,larra pines,bunbury,2617,nsw,19781014
10946,"","",76777100,jacob,dmytrenko,16,pinkerton circuit,heysen village,dapto,5159,qld,19370607
