z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
293,"","",73801100,charlotte,white,2,currie crescent,paradise stud,burnett heads,2460,vic,19851129
1145,"","",74039100,stephanie,kolodina,"",wellington street,omaha,ramsgate,4066,nsw,19541207
1371,"","",359100,emma,shelly,75,fitchett street,glenwarren,macdonald park,2145,nsw,19120726
1400,0.5762572131472553,0.9935957044464031,74101103,stepahnie,kluske,179,warramoo crescent,locn 2916,lindfeild,3500,wa,19031129
1642,"","",37345100,jasmine,morrison,4,ellerston avenue,lake chatsworth,toowoomba,3806,nsw,19980907
2184,"","",568100,daniel,webb,128,thomas hales place,west park,swan point,3205,vic,19191004
3741,"","",1007100,kristo,"",12,crozier circuit,coolangatta airport,geelong east,3505,qld,19590529
765,0.4154483847122313,0.4154483847122313,74790100,chloe,nguyen,13,hampton circuit,rowethorpe,gray,7250,nsw,19781221
4545,0.9918244627711618,0.9952227536000962,1234102,georgia,cochrane,46,brodribb street,retirement village,whittingham,7000,qld,19600319
5079,"","",1383100,mitchell,michelmore,55,grigg place,rydellan,berwick,2251,tas,19800601
7635,"","",2107100,ajay,reid,108,leichhardt street,timdoolin,coffs harbour,4115,qld,19440507
7664,"","",75863100,stephanie,numina,1,gurrang avenue,phoenix park stud,mill park,2558,vic,19360106
7847,"","",75915100,natalee,nguyen,36,brickhill place,tressing fields,north ryde,2100,sa,19280206
8636,"","",76143100,william,bobroff,71,lincoln close,warrego water park,east maitland,3783,nsw,19610220
9068,"","",76264100,ashleigh,benjamin,233,fishburn street,rsde 668,ninderry,6053,qld,19010620
9632,"","",76418100,jack,macgowan,54,milbus place,flt 45,granville,4557,wa,19690419
10627,"","",39848100,alexia,birkin,27,helen mayo crescent,ardlui,mooloolaba,4560,vic,19530607
14067,"","",3880100,isabella,newberry,"",whiteside court,glenmore,abbotsford,2300,wa,19470926
14215,0.4228501726223904,0.4228501726223904,40831100,sophie,grierson,2,lampard circuit,"",kirwan,2042,qld,19671128
14242,"","",40839101,ma,wanders,35,macumba place,tricorne (cnrs cone r road,birkenhead,6112,nsw,19140610
15559,0.9938164559286152,0.9938164559286152,41197100,alissa,crossman,4,wilkins street,seaforth senior citizens vlge,blakeview,3071,tas,19240311
15689,"","",78088100,emiily,clarke,19,lutwyche street,muriel plains,gulargambone,2156,vic,19300815
16100,"","",78199100,mitchell,ryan,53,hargrave street,rowethorpe,hamilton,2485,tas,19721014
17757,"","",4886100,keegan,nourath,12,jane sutherland avenue,sandown park,cecil plains,3888,nsw,19120115
17811,0.9936297334222585,0.9936297334222585,4896101,ebony,hammer,13,shannon circuit,silver sho res vlge,beecroft,3066,qld,19711020
19390,"","",42238100,anthea,creten,5,mirrool street,tallow-wood,dapto,3356,nsw,19980115
19479,0.982571187088223,0.982571187088223,5363100,imogen,grubb,34,clisby close,albion heights,mount gravatt,6285,sa,19200912
6127,0.5544397000163959,0.6000756645317231,42266100,sarah,shepherd,38,munga place,apple cottage,goornong,2176,vic,""
21065,"","",79601100,angelica,doman,2,glenelg street,st helens pastoral co,kedron,4350,nsw,19831017
21138,"","",5809100,jack,rake,98,barkhill street,meridan warana villas,geurie,2602,nsw,19750426
21417,"","",5881100,sophie,mccausland,114,bourne street,flr 3,samford,2756,vic,19560302
21467,"","",79721100,joshua,grubb,155,james street,kolora,macmasters beach,2037,qld,19370430
21650,0.99147482611896,0.9940614722313001,79775101,louis,poena,20,macgregor street,the lodge,prospect,2213,nsw,19340411
22334,"","",79954100,amelia,frahn,44,tauss place,lakeview park,narrandera,7019,nsw,19740224
22707,"","",6203100,mikhaili,miles,8,kenyon circuit,waioma,bayswater north,2572,sa,19291201
22808,"","",80086100,michael,hilton,20,derrington crescent,specialist centre,tuart hill,3418,wa,19730429
22932,"","",6267100,charlie,sheldon,35,namatjira drive,eldoret,cremorne,2747,qld,19420929
23125,"","",43289100,monique,genovese,45,griver place,peridon vlge,broome,4216,vic,19090327
23138,"","",80181100,richard,snell,1,elliott street,st francis village,camden,5095,vic,19411001
