z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
65,"","",73745100,nathan,potoczky,16,geeves court,ashdown,carrara,2710,nt,19700829
1010,"","",74000100,alana,mesecke,9,meiklejohn place,cinema centre bldg,coombabah,2045,nsw,19890108
1360,"","",37263100,harrison,musolino,161,tewksbury circuit,hibiscus retirement resort,kirrawee,3338,vic,19451225
1840,"","",37399100,emiily,moody,20,taylor place,kareela,preston,2101,nsw,19340726
2809,0.9916975038550923,0.9916975038550923,37675101,amy,bruhn,9,fingleton crescent,wi luna,crows nest,2017,qld,19380120
2906,"","",74525100,kyra,green,29,alice jackson crescent,school residence,killara,2130,qld,19890501
2941,"","",37711100,chloe,naoum,22,hare place,longplain,ringwood,5049,qld,19810603
3009,"","",801100,daniel,mcphail,76,olympus way,langunyah,winston hills,2162,vic,19230909
3015,0.4933609966690369,0.4933609966690369,803100,seth,wardle,16,burrendong street,monarch,revesby,4563,nsw,19230703
3061,0.4509260108297871,0.5572576161816749,37750100,willow,renfrey,25,jardine street,"",mayfield,3207,nsw,19050517
3103,0.9271058863254863,0.9753500620863628,37759101,naomi,wite,41,noongalecourt,blue hlls,hillston,4036,wa,19410606
3280,"","",37812100,travis,hage,3,hayden close,pleasant view,corrimal,6302,nsw,19140807
6401,"","",75502100,phoebe,mcandrew,1,tyrrell circuit,moorilla,salisbury,4155,vic,19350405
6834,"","",1866100,alexandra,leaford,11,challinor crescent,villa 2,ardlethan,6317,sa,19170111
7130,0.4732941140362715,0.4732941140362715,75712100,wilson,ranson,11,pearson street,coolbellup hotel (cnr waverley r road,broadbeach waters,4109,vic,19571211
7358,0.40998400123164686,0.5066330139848949,75779100,lauren,whillas,18,ainslie avenue,"",toowong,2630,nsw,19620809
8083,0.9818360680083242,0.9899149084765397,39147103,olivia,berrfy,34,kambalda crescent,camara,kincumber,6606,vic,19860923
8101,0.9555746748870108,0.993833290446873,39150100,amber,monaghann,46,castieau street,the links,merrijig,6061,qld,19190511
11495,"","",76936100,madeline,pontt,41,mackennal street,lochlee,mooroolbark,2088,wa,19891008
11851,0.9397832979850127,0.9820044142443753,40185103,nicholas,portkock,12,foxall street,welikeak,palmerston,5680,nsw,19911121
