z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
112,"","",36905100,brody,mcneill,123,atkinson street,stoneycroft,penrith,6111,nsw,19840717
299,0.4748703811549879,0.4748703811549879,73803100,bailee,sacchetti,29,lachlan street,occar,como,4210,wa,19511130
385,0.4258556298758119,0.6598170009810417,36978100,jack,reid,19,companion crescent,"",toowoomba,4105,vic,19401121
1738,"","",37371100,james,drysdale,432,dowling street,killarney cottage,swanwick,2480,nsw,19580717
1882,0.9905564682541387,0.9952227536000962,37410100,sophie,nguyen,79,clive steele avenue,"",empire bay,4215,qld,19710520
2175,0.4171277397813595,0.5560709350104456,565100,"","",11,maconochie crescent,illawarra ret vill,ballarat,2170,qld,19590804
2878,"","",37696100,matthew,furneaux,8,waller crescent,perry park hostel,glenden,3816,vic,19261114
3321,0.6064750734878949,0.9216418906824141,891101,green,thomas,4,tenison-woods circuit,"",burleigh geads,4820,vic,19481123
5009,"","",75129100,felicity,garnsey,6,davison place,glenworth,laverton,2118,nsw,19351224
5172,"","",1408100,bree,serafin,95,broadby close,granite hills,kardinya,4810,vic,19740423
6351,0.42079553658233515,0.42079553658233515,1732100,matisse,kenakidis,216,halford crescent,caroona village,leichhardt,2018,nsw,19180122
7010,"","",75677100,jasmine,kammermann,127,castor place,glenmore,huonville,3401,nsw,19830103
7207,"","",38921100,hayden,ebert,14,"",berkeley vlge,albury east,2117,vic,19731210
7540,"","",39009100,matthew,ritzkowski,80,macrobertson street,bangor lodge,padstow,3199,vic,19470308
8184,0.8287027030007574,0.9917268050340596,2269101,matilda,lowry,16,sowden st reet,carowoo d,kuttabul,6430,nsw,19260620
9348,"","",2593100,"",bordin,45,gregson place,talawa,upper brookfield,2084,qld,19540318
9526,0.8769950661735345,0.9918484705620987,39555100,"",wiseman,5,geerilong garden,nuffield village,safety bay,7253,wa,19410804
4963,0.9064041188229912,0.9815776544704197,3003103,ava,reid,9,webster street,glebe retierment villa,como,2147,vic,19561104
11009,0.9791646651298895,0.9791646651298895,76797100,michael,stronach,5,evelyn owen crescent,ashell,somerset,2472,qld,19791106
12730,"","",40421100,ethan,dudley,3,serpentine street,gateway vlge caravn park,burpengary,2441,qld,19950426
13926,"","",3840100,tai,campbell,39,mentone view,deridgeree,kurri kurri,5112,sa,19781217
14037,0.9869842783896388,0.9869842783896388,3872102,tara,wheateky,37,douglas place,talooby,norwiod,6024,vic,19900723
14578,"","",40929100,amy,berry,22,gascoyne circuit,aleon,labrador,2122,nsw,19070928
8163,0.7889548743552707,0.7889548743552707,77850100,cooper,ban,12,tarrant crescent,victoria square,toowong,3148,qld,19070926
17802,"","",4893100,toby,dods,192,melvin place,torquay,palmers oaky,3058,nsw,19990914
17930,"","",78740100,brodee,goode,18,o'sullivan street,fairbank,northbridge,2489,qld,19180414
18192,"","",4996100,sophie,vincent,38,crouch place,wyuna,landsborough,3931,vic,19311031
19312,"","",42218100,jacob,loosmore,60,mcintyre street,sheep station,woollahra,3350,nsw,19320617
3230,0.4253999884810274,0.8752751955519834,42309103,abbey,white,"",dumaresq sltreet,gummin gummin,ballina,6053,vic,19150505
