z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
964,"","",37146100,amelia,sherrington,130,shiers place,lumeah homes,port kembla,7249,vic,19250830
1697,"","",74181100,erin,mcfadden,21,jim pike avenue,kooyong,north rocks,3196,wa,19600416
1806,"","",476100,benjamin,leslie,14,harrison street,the villas north,stoneville,4210,vic,19180824
1950,"","",509100,bree,campbell,14,weddin circuit,morris arcade,bayswater,2171,nsw,19420115
2529,"","",671100,"",braunack,12,french street,finn valley,hamilton,3941,vic,19941115
3088,0.6506674128497181,0.9927510998302113,37755101,nicholas,matthews,531,sid barnes crescent,rosettadvillage,burpengary,4053,nsw,19910320
792,0.40883613698888777,0.7031010646176185,74763100,tenille,mcclay,3,power street,msf 60,roselands,2097,vic,19560504
640,0.48623470050954604,0.48623470050954604,75071100,emiily,david,1,copland drive,koonawarra merino stud,meadows,2068,wa,19700109
4894,"","",38256100,emiily,tyminski,22,nairn place,yggdrasil,the basin,5086,sa,19100105
5409,"","",1470100,alessandra,nayilibidj,210,howitt street,knowsley park,noble park,3140,nsw,19541001
6721,"","",38782100,cambell,hyles,35,novar street,kanangra hstl,toowoomba,6105,nsw,19201010
7225,0.40369824129441884,0.40369824129441884,38926100,lynton,binns,161,love street,tintenbach,robina,2016,vic,19531117
7747,"","",39069100,joshua,kotowski,868,sharwood crescent,moondani,watsonia,4122,qld,19920118
8484,"","",2349100,tyler,crook,155,bissenberger crescent,brileen,rocky point,3205,vic,19261221
9233,"","",76312100,william,beeche,31,barnett close,medical centre,korora,4812,vic,19310122
9968,"","",76511100,emiily,mccarthy,69,ashcroft crescent,rsl westhaven,murrumbateman,7011,vic,19020828
9978,"","",2750100,cooper,zheng,2,minehan place,glenview,gorokan,6027,qld,19081216
10156,"","",39726100,bethany,blowes,106,loxton place,fenner hall,springvale south,5006,vic,19380315
10422,"","",2878100,christopher,grundner,18,dilboong place,willow dene,bundaberg,4508,tas,19690503
4077,0.48022579917374414,0.48022579917374414,76755100,chelsea,clarke,21,davidson street,the spur,colac,7006,vic,19051226
11619,"","",3218100,lara,jean,12,hensman street,melrose clinic,two rocks,2533,qld,19510421
12044,"","",77085100,jessica,webb,6,pinkerton circuit,"",findon,2530,wa,19790518
13248,"","",3657100,tynan,kammermann,70,tyson street,westholme,berala,4870,wa,19560909
706,0.6584430129880058,0.6584430129880058,77476100,james,fullerton,"",kalgoorlie crescent,wangrah,toowoomba,6208,vic,19510506
13518,"","",3731100,riley,wolfenden,11,tyrrell circuit,moorilla,kingsford,2530,qld,19710206
13638,0.46258783319576585,0.46258783319576585,3764100,kai,dixon,16,hirschfeld crescent,clapham farms,roselands,2121,wa,19400905
13723,0.7003240261550485,0.9909728179801929,40690100,isabella,stephenson,"",jensen street,silverpoint,campsie,6061,nsw,""
14117,"","",77661100,charlie,faull,4,macintyre place,vincent vale,camp hill,4012,wa,19810607
14846,"","",77857100,liam,garnsey,745,merriman crescent,glenavon,pearce,3015,nsw,19421224
299,0.42085155316927364,0.5790077740931308,77998100,leah,"",10,santalum street,"",camperdown,4270,wa,19780716
15375,"","",4232101,shane,cerins,19,rapanea street,niana,glendale,4670,qld,19170831
15432,"","",4249100,giaan,grimm,79,howitt street,grnny flt,coffs harbour,2486,sa,19330613
15437,"","",78019100,hamish,castelanelli,28,cockburn street,seabank building,warrandyte,4223,nsw,19041228
15663,0.9749891527188602,0.9749891527188602,4310100,isabella,van de kamp,45,andrew crescent,warringa nebraska,greenwood,3163,qld,19600709
4982,0.7437013832248487,0.7437013832248487,4556100,benjamin,robson,18,ware place,yarrabee,rowville,2567,tas,19880421
16896,"","",4655100,"",ryan,9,pocket avenue,broadwaters,merrimac,3200,vic,19580310
17971,"","",41853100,alexandra,hudd,22,kearne place,baranbali,kaleen,4350,vic,19580402
19158,"","",5274100,dylan,singleton,8,bennetts close,"",toowoon bay,7310,nsw,19900808
7421,0.543999220014461,0.973291116460449,79265101,white,kia,6,rankine place,"",birkdale,2340,vic,19071230
19979,"","",79285100,erin,weller,57,mountain creek road,arkaba,cowan,6111,vic,19700227
20532,"","",5645100,jack,cube,37,carrodus street,rowethorpe,st lucia,2233,qld,19821107
21899,"","",79842100,"",white,26,moroney street,inverpine ret vill,chelsea heights,2090,vic,19430715
21965,"","",79859100,cooper,white,8,kingscote crescent,tintagel,plumpton,3046,sa,19230223
22129,0.9851600089358543,0.9915972733907298,43019100,sarah,clarke,39,cooling place,rosall,barton,2066,sa,19970518
22201,0.45250896761308373,0.45250896761308373,43036100,timothy,white,1448,clermont street,"",armidale,3216,vic,19101218
22245,"","",6090100,ajay,pringle,7,steffanoni circuit,swanleigh,highett,5114,vic,19760713
25084,"","",43837100,sophie,osterman,16,ross smith crescent,promenade arcade,mill park,2615,wa,19150111
25207,"","",43875100,lachlan,panagaris,1,irvine street,speewa ferry,tingalpa,2161,qld,19011221
