z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
32955,"","",9046100,holly,birkin,2,partridge street,midlands terrace,bilgola plateau,3996,sa,19680712
33582,"","",9221100,thomas,lisners,118,bargang crescent,backacres,dora creek,2194,vic,19140924
65628,0.9503995835616315,0.9945020082239432,18151100,annabel,stephenson,20,homann place,kookaburra village,ulverstone,6061,nsw,19860413
60774,0.5813683056867,0.9841836373201495,16760101,christian,hudd,8,gellibrand street,docksidem arina b,wangettivbeach,4506,vic,19160919
89163,"","",24646100,julia,thier,22,vickers crescent,dalmoora,paralowie,3936,nsw,19541007
33174,"","",9106100,alisa,webb,"",gratton place,australian fair west,matraville,5153,vic,19391220
86772,"","",23986100,benjamin,noble,50,tipping place,mabuiag island,montagu bay,3228,nsw,19810928
459,"","",120100,ellie,ryan,135,chapman street,willarra,arana hills,2234,qld,19290923
111618,"","",30900100,zac,laundy,41,balonne street,hd tickera,tweed heads south,4573,wa,19570906
101067,"","",27967100,tyler,oats,5,jessop place,ardlui,balwyn north,3148,nsw,19320311
15079,0.4279238733971633,0.9940457337321875,32706100,alaiyah,vincent,21,"",carinyah station,"",2145,nsw,19180928
56142,"","",15470100,bianca,nguyen,35,barnard circuit,north lakes estate,palmers island,2046,qld,19370209
72972,"","",20187100,thomas,mason,32,mccormack street,aranmor,box hill south,2570,vic,19760508
48459,"","",13372100,naomi,white,222,sommers street,swanlea,walgett,4700,qld,19331115
132924,"","",36808100,keziah,green,27,eucumbene drive,"",camira,4218,vic,19250513
79194,"","",21901100,harry,riglin,3,"",medical centre,st ives,6069,nsw,19480603
110085,"","",30474100,konstantinos,roebuck,81,moyes crescent,robboview,ballina,2571,qld,19811218
64488,0.7578714509678389,0.875329639673392,17820102,san,cureton,33,middleton circuit,glenmore,holden hill,7320,vic,19281223
95544,"","",26438100,dominic,chandler,7,rigel place,emerywood,matraville,2440,nsw,19221205
12600,"","",3485101,liam,wilkins,11,getting ceescent,evergreen,mosman,3035,qld,19700225
53538,"","",14777100,jack,shepherd,8,chevalier street,"",greensborough,5108,vic,19631123
77034,"","",21323104,kyle,rafanleli,547,veale srreet,corowa estate,salisbury heights,2004,nsw,19510907
93876,"","",25974100,matthew,thredgold,8,sandover circuit,"",thornbury,3022,vic,19260213
3564,"","",963100,natalie,burford,30,miller street,rowethorpe,coolbellup,2336,qld,19530110
130269,"","",36062100,evan,kulas,1131,ahern place,mt pleasant,"",2158,qld,19340614
2496,"","",660100,chloe,wyllie,52,yumba avenue,the boulevarde,north curl curl,3207,vic,19150204
97923,"","",27108100,kyle,boyle,135,tangari street,mayo,rochedale south,5107,wa,19300807
92724,"","",25648100,abbey,manthorpe,268,blakey close,john flynn medical centre,hawks nest,7321,vic,19110221
30238,0.690147664388885,0.9899701718936387,35390103,chelsea,rollitt,29,bucknel circuit,kacadoo,roselsnds,6168,qld,""
74526,"","",20621100,amber,white,22,coode street,the gums,dianella,3496,vic,19020307
16866,0.45019561815430204,0.5930576119974784,34915100,angus,burmeister,2,moore street,"",landsborough,5211,nsw,19440618
127236,"","",35225100,sarah,hanna,214,mckail crescent,cave ridge,urangan,6233,qld,19900218
42792,"","",11814100,harley,brayton,13,walker crescent,rosetta village,downer,4550,qld,19890303
56457,"","",15550100,stirling,holgate,7,steinwedel street,surama,woodbury,3912,qld,19350815
78639,0.9554576778459015,0.9790427661372777,21752101,chandler,kate,28,brooklands road,rosetta village,trigg,3185,sa,19858107
58854,"","",16217100,jacynta,boyes,188,archel place,earle haven retirement village,goodwood,2830,nsw,19540609
132420,"","",36659100,brayden,wiseman,62,santry place,"",salisbury east,6148,qld,19680220
64755,"","",17897100,micaela,webb,375,roebuck street,south retreat,camden,2263,nsw,19611105
27504,"","",7534100,ebony,bochmann,25,howse street,allenstown mall,woy woy,2422,vic,19680130
87420,"","",24158100,ruby,tinggee,11,"",executive arcade,ashfield,3142,nsw,19620326
59022,0.9802842786629138,0.9802842786629138,16265101,"",pastqrs,11,eungella street,mirinjani vlge mirinjani hostel,newcastle,3215,vic,""
113505,"","",31416100,emma,roussianos,17,london circuit,little springhurst,highton,3580,tas,19650224
75681,"","",20946100,cameron,reimers,11,hannan crescent,baidermeer,sippy downs,4818,wa,19910810
92679,"","",25638100,braedon,rees,4,meldrum street,the grange mobile hme park,bundaberg,4566,wa,19490215
111738,"","",30932100,taylor-saige,stephenson,2,phelan place,rowethorpe,harrington,6016,vic,19750521
22977,"","",6276100,luke,charman,27,schomburgk street,corinella,bethania,6153,nsw,19191026
118308,0.9410184206030312,0.9634877743383655,32775103,rosie,white,5,hobart phlace,armidale,lake cl srendon,2043,nsw,19420215
21936,0.9493069380417747,0.9493069380417747,6011100,thomas,stephenson,11,shepherdson place,darjeeling,echunga,3791,qld,19630104
26853,"","",7351100,patrick,arvanitakis,1,hudson street,canowindra,triabunna,3677,wa,19580105
54513,0.9715241352715442,0.9799063172577867,15030102,lochlan,matthews,15,tewksbury crescent,ditone arabians,nolbe park,2090,nsw,19470706
25269,"","",6920100,talia,clarke,1109,"",destiny park,artarmon,2300,nsw,19710126
78174,"","",21642100,lexie,nguyen,10,"",byado,bonnells bay,2570,nsw,19010105
132366,"","",36641100,jack,campbell,66,drevermann street,busselton holiday village,yendon,5000,nsw,19700302
97152,"","",26881100,liam,bellchambers,15,beasley street,winterwood,muttaburra,3066,nsw,19580331
33723,"","",9251103,fitzpatrick,jessica,49,gabriel place,stonefield,deer park,3464,vic,19520322
121752,"","",33711100,riley,dugdale,106,keys crescent,"",gin gin,5154,nsw,19660626
69450,"","",19207100,peyton,campbell,5,backhouse street,rainbow ridge,dianella,4701,nsw,19971102
129531,"","",35864100,david,ziersch,36,elkedra close,rosetta village,torquay,3171,sa,19230430
132477,0.7789705705215126,0.9944440363786866,36677103,harrison,haniagn,58,brickhill place,muralappi,"",2141,sa,19410328
107286,"","",29690100,liam,o'garey,18,arabana street,taymont,surry hills,6061,vic,19011125
32943,"","",9042100,jackson,churches,19,burdekin avenue,karobean,safety beach,2550,vic,19090518
95847,"","",26526100,james,kiernan,510,discovery street,north stirling downs,mittagong,7304,nsw,19930624
73623,"","",20368100,latham,champion de crespign,9,wark street,pangani,barrington,3038,nsw,19081124
97857,"","",27086100,zachary,clarke,46,badimara street,glenview,toowoomba,3174,vic,19231204
97932,"","",27111100,april,jongebloed,32,hopetoun circuit,kashima,crescent head,4812,qld,19050816
53961,0.9907881356213855,0.9944839612398638,14891101,emiily,schuster,7,guthridge crescent,binglutree,elermore vale,3198,nsw,""
55302,"","",15264100,mikayla,whisson,18,armstrong crescent,ramano estate locn 1,elizabeth park,5045,sa,19190822
130722,"","",36193100,samuel,gillard,1,stonehaven crescent,iron bark ridge,shorncliffe,5173,nsw,19810508
124080,"","",34345100,leon,kilmartin,6,napthali close,"",penrith,2024,nsw,19501210
82572,"","",22817101,"",mesecke,1,hamersley place,"",peppermint grove,4019,nsw,19461112
17892,"","",4916100,hayden,rundle,206,english court,sec 1,indented head,2282,nsw,19560112
111357,"","",30826100,makayla,fullgrabe,10,bellchambers crescent,karobean,nambour,3121,qld,19170605
23040,"","",6295100,chelsea,gilrane,2,arunta street,miowera,seymour,3822,vic,19121026
14436,"","",3975100,andrea,mcneill,7,hallstrom circuit,dalamar,coffs harbour,3227,vic,19831122
39360,"","",10844100,kierra,willing,2,baird place,university shores,maitland,3820,vic,19730908
69660,"","",19267100,kane,matthews,482,broun place,"",lambs creek,2034,wa,19180823
87096,"","",24071100,sarah,ziomek,26,ashley drive,saslea stud,surfers paradise,3825,vic,19081106
76446,"","",21169100,kyle,denholm,23,jindabyne street,flr 3,north turramurra,3355,nsw,19411227
107556,0.7093571669744223,0.9883074662912018,29766100,caleb,webb,107,chirnside circuit,lamont park,elimbah,2747,qld,19650516
128634,"","",35603100,tarnia,snoad,75,batchelor street,milby cottage,wamberal,5048,nsw,19520703
125409,"","",34725100,zane,"",161,anderson street,sunningdale farm,cygnet river,3150,vic,19291115
73137,"","",20237100,larissa,noble,62,bussau close,tarqua,pakenham,6210,nsw,19800111
36975,"","",10176100,sarah,millar,4,streeton drive,"",parkville,3977,wa,19971011
66672,"","",18437100,keeley,dixon,151,boddington crescent,bondura,raceview,2137,sa,19850920
79836,0.9405518617977934,0.9520987923615549,22076101,sam,clrake,"",mcginness street,lake hills,hawthorn,2066,vic,19250165
46206,0.9903765116715387,0.9903765116715387,12738100,emma,waller,1,coleman street,medical centre,slacks creek,2095,wa,19090707
74013,"","",20477100,sienna,goode,12,currong street,wandin e reserve,coombabah,5255,wa,19760203
70713,"","",19562100,aidan,wasley,39,percy crescent,dalintober estate,the basin,3174,nsw,19011009
103317,"","",28564100,joshua,matthews,35,fernie place,clarence chambers,whittington,2303,nsw,19770606
3441,"","",925100,mia,blackwell,114,boucaut place,canaan park,orange,6018,qld,19180125
84834,"","",23447100,katelyn,schembri,230,boddington crescent,rosetta village,mckinnon,4352,nsw,19280704
44916,"","",12396100,bryce,david,3,templeton street,"",thornbury,3046,nsw,19740407
1859,0.6709426474211792,0.6709426474211792,61422100,aikaterina,bozzon,225,barwon street,"",berriwillock,3088,nsw,19611126
18670,"","",42036100,wilson,pascoe,60,burgan place,tara park,elermore vale,3218,wa,19220607
86155,1.0,1.0,60866102,stephaanie,neville,23,pinkerton circuit,nowra mall,st kilda east,2229,vic,19550904
109486,"","",67285100,ella,eglinton,46,goddard crescent,mirilla,plenty,3021,"",19931213
37831,"","",47405100,lauren,peachey,18,belconnen way,"",ulladulla,6151,qld,19920425
67015,"","",55606100,william,michelmore,22,dannevig place,mt pleasant,banks,2233,wa,19500612
62665,"","",54384100,christina,pulford,29,mountain creek road,brentwood vlge,loomberah,3672,vic,19500212
127315,"","",72258100,olivia,dixon,1,ewing street,bernleigh,waterloo,5253,nsw,19780525
9514,"","",39551100,kazuki,white,97,vanzetti crescent,millard centre,old bar,6019,nsw,19810108
77605,"","",58530100,chantelle,reid,83,ashkanasy crescent,woodsong,south perth,2264,nsw,19220424
84100,"","",60301101,archbe,morrirson,210,milfordy street,kerradan,macquarie park,3818,vic,19190507
328,"","",36967100,robbie,senesi,35,twelve trees crescent,kinross,sunnybank,3825,vic,19220530
64678,"","",54943100,caitlin,beal,"",giles street,solander centre,dural,2753,qld,19370308
127171,"","",72218100,tai,trainor,1,smart place,guest hse,mirrabooka,5222,qld,19650202
30937,"","",45476100,matthew,campbell,1,lovekin place,hillandale,currimundi,2260,vic,19730328
28288,"","",44750100,joel,mason,16,barlow street,loyt 19,woodbine,2779,nsw,19121126
91768,0.9898158845882801,0.9930106970494573,62404103,leah,agius,26,kalgoorl ie crescent,brae veiw,east maitland,3342,nsw,19881212
36451,0.9648304705704662,0.9795216562660556,47021102,julia,dato,65,moorehead place,forestsale,hastings,3073,nsw,19840601
38725,"","",47663100,jasper,nguyen,1,leichhardt street,carranya,hamilton,2565,vic,19620904
