z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
61377,"","",16929100,serena,sherriff,19,hotham crescent,biboohra downs,arana hills,3168,qld,19160409
2604,"","",691100,benjamin,green,2,fawkner street,bombowlee,winston hills,2427,nsw,19640909
128331,0.9882872213108912,0.9882872213108912,35515100,nicolas,paterson,40,clift crescent,ardens,werrington,4502,vic,19371117
110973,"","",30714100,alia,sotutu,13,leason close,colbara,callala bay,2261,nsw,19720711
108573,"","",30052100,riley,coulson,125,goyder street,round hill,curra,3152,vic,19191017
132477,0.7789705705215126,0.9909707543224413,36677102,harr ison,hanigan,58,brickhillp lace,muralappi,"",2141,sa,19410328
84159,"","",23252100,olivia,mccarthy,10,eldridge street,the lagoon,figtree,4108,nsw,19351024
70326,"","",19454102,lucinda,ryan,138,belconnen zway,urung a,bogangar,2903,nsw,19200224
103227,"","",28541100,aiden,rees,3,southwood retreat,ararat turf club,cecil park,3175,nsw,19740210
25683,"","",7034100,felicity,haggett,9,victoria street,tiverton,mount evelyn,2650,"",19921125
86067,"","",23788100,carla,quilliam,46,kingsmill street,else wares,huonville,3284,sa,19340923
63216,"","",17466102,christian,callqdo,50,lyttleton crescent,"",port macquarie,2071,nsw,19080723
130272,"","",36063100,tommy,carmody,3,eucumbene drive,macamania,morwell,3814,wa,19250803
88032,0.9635733777396271,0.993064166740068,24336102,joade,camozzato,23,gall place,hopebield,toowoomba,3690,nsw,19061203
112242,0.9907707059924803,0.9907707059924803,31072101,rosie,lamprey,54,cole dtreet,beach p laza,mentone,4480,nt,19301021
5543,0.4190498329145555,0.45807247422784536,26550100,kathleen,eyles,59,ballarat street,evergreen,toowoomba,2151,vic,19170814
12909,0.43183440986873334,0.47378346453903697,3567100,alisha,dietzel,4,allambee street,rsde 817 wallace,potts point,2640,nsw,""
121923,"","",33755100,april,brumley,9,wyselaskie circuit,villa 127,westmead,5290,tas,19300131
2709,"","",719100,patrick,green,2,mcdermott street,cara hill,nar nar goon,2094,nsw,19860820
27231,"","",7453100,jack,gowling,3,gollan street,willow lodge,canterbury,5238,qld,19770413
101829,"","",28158100,eleni,van balen,2,hawton place,wyoming park,rosebud,2131,qld,19560404
16986,0.7170669315601064,0.9881761805737367,4681102,"",nguyen,139,tewksbury circuit,nazareth village,normanhrust,3078,nsw,19990903
33315,"","",9147100,olivia,browne,19,leichhardt street,carralong,dural,3350,qld,19850925
84231,"","",23272100,arabella,reece,752,dorrit black crescent,arcadia,colac,2611,sa,19200109
